pair,date,direction,split,ribbon_status,ribbon_fanning,rib_against,rib_strongly_against,rib_aligned,w_d_conflict,w_d_agree,w_sig,d_sig,rsi14,rsi_extreme_against,macd_hist,macd_bullish,bb_position,price_vs_200ma,with_trend_200ma,stochastic_k,cci,osc_direction,osc_score,osc_agrees,osc_opposes,div_bullish,div_bearish,div_supports,atr_pct_6m,day_of_week,month,status,gross_pips,net_pips,days_held
USD/CHF,2025-12-29,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,False,BUY,NEUTRAL,35.9,False,-0.001214,False,0.151,below,False,14.6,-106.5,BUY,2,True,False,False,False,False,0.8108708993242773,0,12,EXPIRED,41.6,47.1,7.0
USD/CHF,2025-12-29,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,False,BUY,NEUTRAL,35.9,False,-0.001214,False,0.151,below,True,14.6,-106.5,BUY,2,False,True,False,False,False,0.8108708993242773,0,12,LOSS,-50.0,-59.9,7.0
USD/CHF,2025-12-30,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,False,BUY,NEUTRAL,35.2,False,-0.001075,False,0.168,below,False,13.2,-99.3,NONE,0,False,False,False,False,False,0.8033322144092852,1,12,EXPIRED,34.0,39.5,7.0
USD/CHF,2025-12-30,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,False,BUY,NEUTRAL,35.2,False,-0.001075,False,0.168,below,True,13.2,-99.3,NONE,0,False,False,False,False,False,0.8033322144092852,1,12,LOSS,-50.0,-53.3,1.0
USD/CHF,2025-12-31,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,False,BUY,NEUTRAL,41.8,False,-0.000718,False,0.309,below,False,40.5,-53.2,NONE,0,False,False,False,False,False,0.8118459464648429,2,12,EXPIRED,38.0,43.5,7.0
USD/CHF,2025-12-31,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,False,BUY,NEUTRAL,41.8,False,-0.000718,False,0.309,below,True,40.5,-53.2,NONE,0,False,False,False,False,False,0.8118459464648429,2,12,LOSS,-50.0,-57.7,5.0
USD/CHF,2026-01-02,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,False,BUY,NEUTRAL,42.5,False,-0.000412,False,0.341,below,False,47.5,-54.1,NONE,0,False,False,False,False,False,0.801698449343393,4,1,EXPIRED,56.2,60.6,6.0
USD/CHF,2026-01-02,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,False,BUY,NEUTRAL,42.5,False,-0.000412,False,0.341,below,True,47.5,-54.1,NONE,0,False,False,False,False,False,0.801698449343393,4,1,LOSS,-50.0,-57.7,5.0
USD/CHF,2026-01-05,BUY,holdout,CONVERGING,False,False,False,False,False,False,BUY,NEUTRAL,45.5,False,-8.6e-05,False,0.412,below,False,58.3,-20.4,NONE,0,False,False,False,False,False,0.8013964643200058,0,1,EXPIRED,56.1,58.3,4.0
USD/CHF,2026-01-05,SELL,holdout,CONVERGING,False,False,False,False,False,False,BUY,NEUTRAL,45.5,False,-8.6e-05,False,0.412,below,True,58.3,-20.4,NONE,0,False,False,False,False,False,0.8013964643200058,0,1,LOSS,-50.0,-55.5,3.0
USD/CHF,2026-01-06,BUY,holdout,CONVERGING,False,False,False,False,False,True,BUY,BUY,43.2,False,6.6e-05,True,0.375,below,False,48.1,-36.3,NONE,0,False,False,False,False,False,0.809194928027663,1,1,EXPIRED,94.3,98.6,6.0
USD/CHF,2026-01-06,SELL,holdout,CONVERGING,False,False,False,False,False,True,BUY,BUY,43.2,False,6.6e-05,True,0.375,below,True,48.1,-36.3,NONE,0,False,False,False,False,False,0.809194928027663,1,1,LOSS,-50.0,-53.3,1.0
USD/CHF,2026-01-07,BUY,holdout,CONVERGING,False,False,False,False,False,False,BUY,NEUTRAL,50.2,False,0.000399,True,0.552,below,False,74.9,26.9,NONE,0,False,False,False,False,False,0.813176254016261,2,1,EXPIRED,18.6,23.0,6.0
USD/CHF,2026-01-07,SELL,holdout,CONVERGING,False,False,False,False,False,False,BUY,NEUTRAL,50.2,False,0.000399,True,0.552,below,True,74.9,26.9,NONE,0,False,False,False,False,False,0.813176254016261,2,1,LOSS,-50.0,-54.4,2.0
USD/CHF,2026-01-08,BUY,holdout,CONVERGING,False,False,False,False,False,False,BUY,NEUTRAL,54.0,False,0.000748,True,0.713,below,False,86.3,91.6,NONE,0,False,False,False,False,False,0.8037349752681578,3,1,EXPIRED,33.6,38.0,6.0
USD/CHF,2026-01-08,SELL,holdout,CONVERGING,False,False,False,False,False,False,BUY,NEUTRAL,54.0,False,0.000748,True,0.713,below,True,86.3,91.6,NONE,0,False,False,False,False,False,0.8037349752681578,3,1,LOSS,-50.0,-58.9,6.0
USD/CHF,2026-01-09,BUY,holdout,LEANING_BEAR,False,True,False,False,False,False,NEUTRAL,SELL,56.3,False,0.001038,True,0.885,below,False,82.7,151.5,SELL,2,False,True,False,False,False,0.7960509389137446,4,1,EXPIRED,7.1,11.6,6.0
USD/CHF,2026-01-09,SELL,holdout,LEANING_BEAR,False,False,False,True,False,False,NEUTRAL,SELL,56.3,False,0.001038,True,0.885,below,True,82.7,151.5,SELL,2,True,False,False,False,False,0.7960509389137446,4,1,EXPIRED,-7.1,-16.0,6.0
USD/CHF,2026-01-12,BUY,holdout,LEANING_BEAR,False,True,False,False,False,False,NEUTRAL,SELL,60.3,False,0.001345,True,1.025,below,False,98.7,137.7,SELL,2,False,True,False,False,False,0.815007964881198,0,1,LOSS,-50.0,-51.1,1.0
USD/CHF,2026-01-12,SELL,holdout,LEANING_BEAR,False,False,False,True,False,False,NEUTRAL,SELL,60.3,False,0.001345,True,1.025,below,True,98.7,137.7,SELL,2,True,False,False,False,False,0.815007964881198,0,1,EXPIRED,-18.9,-25.6,4.0
USD/CHF,2026-01-13,BUY,holdout,LEANING_BEAR,False,True,False,False,False,False,NEUTRAL,NEUTRAL,51.9,False,0.001218,True,0.73,below,False,72.2,103.0,NONE,0,False,False,False,False,False,0.8180753389376345,1,1,EXPIRED,13.6,18.0,6.0
USD/CHF,2026-01-13,SELL,holdout,LEANING_BEAR,False,False,False,True,False,False,NEUTRAL,NEUTRAL,51.9,False,0.001218,True,0.73,below,True,72.2,103.0,NONE,0,False,False,False,False,False,0.8180753389376345,1,1,LOSS,-50.0,-53.3,1.0
USD/CHF,2026-01-14,BUY,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,NEUTRAL,57.5,False,0.001322,True,0.922,below,False,90.0,137.8,SELL,2,False,True,False,False,False,0.824402881159287,2,1,LOSS,-50.0,-45.5,6.0
USD/CHF,2026-01-14,SELL,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,NEUTRAL,57.5,False,0.001322,True,0.922,below,True,90.0,137.8,SELL,2,True,False,False,False,False,0.824402881159287,2,1,WIN,100.0,91.1,6.0
USD/CHF,2026-01-15,BUY,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,SELL,55.1,False,0.001247,True,0.818,below,False,74.4,128.7,NONE,0,False,False,False,False,False,0.8225876590172684,3,1,LOSS,-50.0,-46.7,5.0
USD/CHF,2026-01-15,SELL,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,SELL,55.1,False,0.001247,True,0.818,below,True,74.4,128.7,NONE,0,False,False,False,False,False,0.8225876590172684,3,1,WIN,100.0,92.2,5.0
USD/CHF,2026-01-16,BUY,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,SELL,60.2,False,0.001379,True,0.961,below,False,96.7,139.9,SELL,2,False,True,False,False,False,0.8156421412571508,4,1,LOSS,-50.0,-48.9,3.0
USD/CHF,2026-01-16,SELL,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,SELL,60.2,False,0.001379,True,0.961,below,True,96.7,139.9,SELL,2,True,False,False,False,False,0.8156421412571508,4,1,WIN,100.0,93.3,4.0
USD/CHF,2026-01-19,BUY,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,NEUTRAL,52.0,False,0.001095,True,0.699,below,False,68.2,58.3,NONE,0,False,False,False,False,False,0.8441875761286637,0,1,LOSS,-50.0,-51.1,1.0
USD/CHF,2026-01-19,SELL,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,NEUTRAL,52.0,False,0.001095,True,0.699,below,True,68.2,58.3,NONE,0,False,False,False,False,False,0.8441875761286637,0,1,WIN,100.0,96.7,1.0
USD/CHF,2026-01-20,BUY,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,NEUTRAL,50.7,False,0.000809,True,0.645,below,False,61.0,-1.4,NONE,0,False,False,False,False,False,0.9086390137739078,1,1,LOSS,-55.0,-56.1,1.0
USD/CHF,2026-01-20,SELL,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,NEUTRAL,50.7,False,0.000809,True,0.645,below,True,61.0,-1.4,NONE,0,False,False,False,False,False,0.9086390137739078,1,1,WIN,110.0,101.1,6.0
USD/CHF,2026-01-21,BUY,holdout,LEANING_BEAR,False,True,False,False,False,False,NEUTRAL,BUY,39.8,False,5.3e-05,True,0.236,below,False,7.1,-64.4,NONE,0,False,False,False,False,False,0.9536174503072262,2,1,LOSS,-55.0,-51.7,5.0
USD/CHF,2026-01-21,SELL,holdout,LEANING_BEAR,False,False,False,True,False,False,NEUTRAL,BUY,39.8,False,5.3e-05,True,0.236,below,True,7.1,-64.4,NONE,0,False,False,False,False,False,0.9536174503072262,2,1,LOSS,-55.0,-58.3,1.0
USD/CHF,2026-01-22,BUY,holdout,LEANING_BEAR,False,True,False,False,False,False,NEUTRAL,NEUTRAL,49.4,False,1.7e-05,True,0.569,below,False,51.3,-15.0,NONE,0,False,False,False,False,False,0.96824622289391,3,1,LOSS,-60.0,-61.1,1.0
USD/CHF,2026-01-22,SELL,holdout,LEANING_BEAR,False,False,False,True,False,False,NEUTRAL,NEUTRAL,49.4,False,1.7e-05,True,0.569,below,True,51.3,-15.0,NONE,0,False,False,False,False,False,0.96824622289391,3,1,WIN,120.0,113.4,4.0
USD/CHF,2026-01-23,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,True,BUY,BUY,41.7,False,-0.000477,False,0.184,below,False,9.7,-101.7,BUY,2,True,False,False,False,False,1.0083754824128763,4,1,LOSS,-60.0,-58.9,3.0
USD/CHF,2026-01-23,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,True,BUY,BUY,41.7,False,-0.000477,False,0.184,below,True,9.7,-101.7,BUY,2,False,True,False,False,False,1.0083754824128763,4,1,WIN,120.0,114.5,3.0
USD/CHF,2026-01-26,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,True,BUY,BUY,33.3,False,-0.001471,False,-0.196,below,False,15.2,-268.8,BUY,2,True,False,False,False,False,1.1272197764554546,0,1,LOSS,-65.0,-66.1,1.0
USD/CHF,2026-01-26,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,True,BUY,BUY,33.3,False,-0.001471,False,-0.196,below,True,15.2,-268.8,BUY,2,False,True,False,False,False,1.1272197764554546,0,1,WIN,130.0,125.6,2.0
USD/CHF,2026-01-27,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,True,BUY,BUY,32.9,False,-0.002051,False,-0.092,below,False,30.0,-252.7,BUY,2,True,False,False,False,False,1.19855621797769,1,1,LOSS,-70.0,-71.1,1.0
USD/CHF,2026-01-27,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,True,BUY,BUY,32.9,False,-0.002051,False,-0.092,below,True,30.0,-252.7,BUY,2,False,True,False,False,False,1.19855621797769,1,1,WIN,140.0,136.7,1.0
USD/CHF,2026-01-28,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,True,BUY,BUY,25.4,True,-0.003194,False,-0.25,below,False,0.7,-266.2,BUY,3,True,False,False,False,False,1.2857407771548461,2,1,WIN,150.0,153.1,5.0
USD/CHF,2026-01-28,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,True,BUY,BUY,25.4,False,-0.003194,False,-0.25,below,True,0.7,-266.2,BUY,3,False,True,False,False,False,1.2857407771548461,2,1,LOSS,-75.0,-79.3,2.0
USD/CHF,2026-01-29,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,True,BUY,BUY,28.6,True,-0.003563,False,-0.056,below,False,6.9,-193.0,BUY,3,True,False,False,False,False,1.2802052799235903,3,1,WIN,150.0,152.0,4.0
USD/CHF,2026-01-29,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,True,BUY,BUY,28.6,False,-0.003563,False,-0.056,below,True,6.9,-193.0,BUY,3,False,True,False,False,False,1.2802052799235903,3,1,LOSS,-75.0,-81.5,4.0
USD/CHF,2026-01-30,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,True,BUY,BUY,27.9,True,-0.003667,False,0.008,below,False,3.7,-154.9,BUY,3,True,False,False,False,False,1.2825143581191938,4,1,WIN,150.0,151.0,3.0
USD/CHF,2026-01-30,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,True,BUY,BUY,27.9,False,-0.003667,False,0.008,below,True,3.7,-154.9,BUY,3,False,True,False,False,False,1.2825143581191938,4,1,LOSS,-75.0,-80.4,3.0
USD/CHF,2026-02-02,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,False,BUY,NEUTRAL,38.5,False,-0.002923,False,0.213,below,False,26.0,-82.7,NONE,0,False,False,False,False,False,1.3966418361069264,0,2,EXPIRED,41.4,43.5,4.0
USD/CHF,2026-02-02,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,False,BUY,NEUTRAL,38.5,False,-0.002923,False,0.213,below,True,26.0,-82.7,NONE,0,False,False,False,False,False,1.3966418361069264,0,2,EXPIRED,-41.4,-47.9,4.0
USD/CHF,2026-02-03,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,True,BUY,BUY,43.8,False,-0.001915,False,0.328,below,False,39.2,-62.7,NONE,0,False,False,False,False,False,1.3622451526103274,1,2,LOSS,-80.0,-75.7,6.0
USD/CHF,2026-02-03,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,True,BUY,BUY,43.8,False,-0.001915,False,0.328,below,True,39.2,-62.7,NONE,0,False,False,False,False,False,1.3622451526103274,1,2,EXPIRED,31.8,23.1,6.0
USD/CHF,2026-02-04,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,True,BUY,BUY,41.5,False,-0.001346,False,0.29,below,False,31.4,-63.8,NONE,0,False,False,False,False,False,1.319170381692116,2,2,LOSS,-80.0,-76.8,5.0
USD/CHF,2026-02-04,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,True,BUY,BUY,41.5,False,-0.001346,False,0.29,below,True,31.4,-63.8,NONE,0,False,False,False,False,False,1.319170381692116,2,2,EXPIRED,86.4,77.7,6.0
USD/CHF,2026-02-05,BUY,holdout,ALIGNED_BEAR,False,True,True,False,False,False,BUY,NEUTRAL,43.0,False,-0.000772,False,0.335,below,False,38.6,-52.5,NONE,0,False,False,False,False,False,1.275261882854408,3,2,LOSS,-75.0,-72.9,4.0
USD/CHF,2026-02-05,SELL,holdout,ALIGNED_BEAR,False,False,False,True,False,False,BUY,NEUTRAL,43.0,False,-0.000772,False,0.335,below,True,38.6,-52.5,NONE,0,False,False,False,False,False,1.275261882854408,3,2,EXPIRED,87.4,78.7,6.0
USD/CHF,2026-02-06,BUY,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,43.4,False,-0.000297,False,0.36,below,False,41.7,-45.3,NONE,0,False,False,False,False,False,1.226148428116197,4,2,LOSS,-75.0,-74.0,3.0
USD/CHF,2026-02-06,SELL,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,43.4,False,-0.000297,False,0.36,below,True,41.7,-45.3,NONE,0,False,False,False,False,False,1.226148428116197,4,2,EXPIRED,65.6,56.9,6.0
USD/CHF,2026-02-09,BUY,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,41.9,False,-5.3e-05,False,0.344,below,False,38.7,-63.2,NONE,0,False,False,False,False,False,1.2776422910273904,0,2,LOSS,-75.0,-76.1,1.0
USD/CHF,2026-02-09,SELL,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,41.9,False,-5.3e-05,False,0.344,below,True,38.7,-63.2,NONE,0,False,False,False,False,False,1.2776422910273904,0,2,EXPIRED,62.8,56.3,4.0
USD/CHF,2026-02-10,BUY,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,35.6,False,-0.000403,False,0.21,below,False,12.6,-94.7,NONE,0,False,False,False,False,False,1.3397816301251828,1,2,EXPIRED,10.9,15.1,6.0
USD/CHF,2026-02-10,SELL,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,35.6,False,-0.000403,False,0.21,below,True,12.6,-94.7,NONE,0,False,False,False,False,False,1.3397816301251828,1,2,EXPIRED,-10.9,-19.5,6.0
USD/CHF,2026-02-11,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,False,NEUTRAL,BUY,37.3,False,-0.000457,False,0.261,below,False,19.9,-73.8,NONE,0,False,False,False,False,False,1.3415321495003318,2,2,EXPIRED,10.3,14.5,6.0
USD/CHF,2026-02-11,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,False,NEUTRAL,BUY,37.3,False,-0.000457,False,0.261,below,True,19.9,-73.8,NONE,0,False,False,False,False,False,1.3415321495003318,2,2,EXPIRED,-10.3,-18.9,6.0
USD/CHF,2026-02-12,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,False,NEUTRAL,NEUTRAL,40.3,False,-0.000251,False,0.33,below,False,44.1,-62.4,NONE,0,False,False,False,False,False,1.3140723419821287,3,2,EXPIRED,-9.4,-5.2,6.0
USD/CHF,2026-02-12,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,False,NEUTRAL,NEUTRAL,40.3,False,-0.000251,False,0.33,below,True,44.1,-62.4,NONE,0,False,False,False,False,False,1.3140723419821287,3,2,EXPIRED,9.4,0.7,6.0
USD/CHF,2026-02-13,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,True,BUY,BUY,39.1,False,-0.000158,False,0.314,below,False,35.6,-64.5,NONE,0,False,False,False,False,False,1.2651758318818187,4,2,EXPIRED,26.5,30.7,6.0
USD/CHF,2026-02-13,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,True,BUY,BUY,39.1,False,-0.000158,False,0.314,below,True,35.6,-64.5,NONE,0,False,False,False,False,False,1.2651758318818187,4,2,EXPIRED,-26.5,-35.1,6.0
USD/CHF,2026-02-16,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,True,BUY,BUY,38.0,False,-0.000123,False,0.301,below,False,28.4,-67.4,NONE,0,False,False,False,False,False,1.2032850820235728,0,2,EXPIRED,71.3,73.4,4.0
USD/CHF,2026-02-16,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,True,BUY,BUY,38.0,False,-0.000123,False,0.301,below,True,28.4,-67.4,NONE,0,False,False,False,False,False,1.2032850820235728,0,2,LOSS,-70.0,-75.4,3.0
USD/CHF,2026-02-17,BUY,holdout,ALIGNED_BEAR,True,True,True,False,False,True,BUY,BUY,39.8,False,4.7e-05,True,0.351,below,False,35.8,-43.4,NONE,0,False,False,False,False,False,1.1828247892382702,1,2,EXPIRED,21.0,25.2,6.0
USD/CHF,2026-02-17,SELL,holdout,ALIGNED_BEAR,True,False,False,True,False,True,BUY,BUY,39.8,False,4.7e-05,True,0.351,below,True,35.8,-43.4,NONE,0,False,False,False,False,False,1.1828247892382702,1,2,LOSS,-70.0,-75.4,3.0
USD/CHF,2026-02-18,BUY,holdout,ALIGNED_BEAR,False,True,True,False,False,True,BUY,BUY,40.6,False,0.000243,True,0.387,below,False,39.1,-36.2,NONE,0,False,False,False,False,False,1.1290415899366866,2,2,EXPIRED,40.3,44.5,6.0
USD/CHF,2026-02-18,SELL,holdout,ALIGNED_BEAR,False,False,False,True,False,True,BUY,BUY,40.6,False,0.000243,True,0.387,below,True,39.1,-36.2,NONE,0,False,False,False,False,False,1.1290415899366866,2,2,EXPIRED,-40.3,-48.9,6.0
USD/CHF,2026-02-19,BUY,holdout,CONVERGING,False,False,False,False,False,True,BUY,BUY,43.4,False,0.000534,True,0.481,below,False,49.8,12.8,NONE,0,False,False,False,False,False,1.119532595371002,3,2,EXPIRED,15.3,19.5,6.0
USD/CHF,2026-02-19,SELL,holdout,CONVERGING,False,False,False,False,False,True,BUY,BUY,43.4,False,0.000534,True,0.481,below,True,49.8,12.8,NONE,0,False,False,False,False,False,1.119532595371002,3,2,EXPIRED,-15.3,-24.0,6.0
USD/CHF,2026-02-20,BUY,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,47.5,False,0.00094,True,0.672,below,False,76.8,61.7,NONE,0,False,False,False,False,False,1.0975378266902798,4,2,EXPIRED,-32.0,-27.7,6.0
USD/CHF,2026-02-20,SELL,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,47.5,False,0.00094,True,0.672,below,True,76.8,61.7,NONE,0,False,False,False,False,False,1.0975378266902798,4,2,EXPIRED,32.0,23.3,6.0
USD/CHF,2026-02-23,BUY,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,43.5,False,0.000962,True,0.502,below,False,56.1,27.7,NONE,0,False,False,False,False,False,1.0858946396511229,0,2,EXPIRED,15.3,17.4,4.0
USD/CHF,2026-02-23,SELL,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,43.5,False,0.000962,True,0.502,below,True,56.1,27.7,NONE,0,False,False,False,False,False,1.0858946396511229,0,2,EXPIRED,-15.3,-21.8,4.0
USD/CHF,2026-02-24,BUY,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,46.8,False,0.001135,True,0.649,below,False,72.2,54.7,NONE,0,False,False,False,False,False,1.0648559314683412,1,2,LOSS,-65.0,-64.0,3.0
USD/CHF,2026-02-24,SELL,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,46.8,False,0.001135,True,0.649,below,True,72.2,54.7,NONE,0,False,False,False,False,False,1.0648559314683412,1,2,LOSS,-65.0,-73.7,6.0
USD/CHF,2026-02-25,BUY,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,46.3,False,0.001196,True,0.602,below,False,69.3,32.8,NONE,0,False,False,False,False,False,1.0343907623176876,2,2,LOSS,-60.0,-60.1,2.0
USD/CHF,2026-02-25,SELL,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,46.3,False,0.001196,True,0.602,below,True,69.3,32.8,NONE,0,False,False,False,False,False,1.0343907623176876,2,2,LOSS,-60.0,-67.6,5.0
USD/CHF,2026-02-26,BUY,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,44.4,False,0.001112,True,0.485,below,False,65.0,8.2,NONE,0,False,False,False,False,False,1.0113476421185532,3,2,WIN,120.0,123.2,5.0
USD/CHF,2026-02-26,SELL,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,44.4,False,0.001112,True,0.485,below,True,65.0,8.2,NONE,0,False,False,False,False,False,1.0113476421185532,3,2,LOSS,-60.0,-66.5,4.0
USD/CHF,2026-02-27,BUY,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,46.0,False,0.00111,True,0.532,below,False,72.7,-33.9,NONE,0,False,False,False,False,False,1.0184432409424538,4,2,WIN,120.0,122.1,4.0
USD/CHF,2026-02-27,SELL,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,46.0,False,0.00111,True,0.532,below,True,72.7,-33.9,NONE,0,False,False,False,False,False,1.0184432409424538,4,2,LOSS,-60.0,-65.5,3.0
USD/CHF,2026-03-02,BUY,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,41.6,False,0.000851,True,0.276,below,False,29.6,8.0,NONE,0,False,False,False,False,False,1.1040259307064404,0,3,WIN,130.0,128.9,1.0
USD/CHF,2026-03-02,SELL,holdout,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,41.6,False,0.000851,True,0.276,below,True,29.6,8.0,NONE,0,False,False,False,False,False,1.1040259307064404,0,3,LOSS,-65.0,-68.3,1.0
USD/CHF,2026-03-03,BUY,holdout,LEANING_BEAR,False,True,False,False,False,False,NEUTRAL,NEUTRAL,53.5,False,0.001266,True,0.95,below,False,57.3,223.3,NONE,0,False,False,False,False,False,1.2384770134420484,1,3,EXPIRED,25.1,29.4,6.0
USD/CHF,2026-03-03,SELL,holdout,LEANING_BEAR,False,False,False,True,False,False,NEUTRAL,NEUTRAL,53.5,False,0.001266,True,0.95,below,True,57.3,223.3,NONE,0,False,False,False,False,False,1.2384770134420484,1,3,EXPIRED,-25.1,-33.8,6.0
USD/CHF,2026-03-04,BUY,holdout,LEANING_BEAR,False,True,False,False,False,False,NEUTRAL,SELL,56.8,False,0.001696,True,1.072,below,False,71.6,188.8,NONE,0,False,False,False,False,False,1.2032953440421277,2,3,EXPIRED,-40.4,-36.1,6.0
USD/CHF,2026-03-04,SELL,holdout,LEANING_BEAR,False,False,False,True,False,False,NEUTRAL,SELL,56.8,False,0.001696,True,1.072,below,True,71.6,188.8,NONE,0,False,False,False,False,False,1.2032953440421277,2,3,EXPIRED,40.4,31.7,6.0
USD/CHF,2026-03-05,BUY,holdout,LEANING_BEAR,False,True,False,False,False,False,NEUTRAL,NEUTRAL,53.3,False,0.001728,True,0.878,below,False,58.2,146.2,NONE,0,False,False,False,False,False,1.1775148294385014,3,3,EXPIRED,-5.7,-1.4,6.0
USD/CHF,2026-03-05,SELL,holdout,LEANING_BEAR,False,False,False,True,False,False,NEUTRAL,NEUTRAL,53.3,False,0.001728,True,0.878,below,True,58.2,146.2,NONE,0,False,False,False,False,False,1.1775148294385014,3,3,EXPIRED,5.7,-3.0,6.0
USD/CHF,2026-03-06,BUY,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,NEUTRAL,54.9,False,0.001778,True,0.938,below,False,65.5,135.4,NONE,0,False,False,False,False,False,1.1555285268122704,4,3,EXPIRED,10.8,15.1,6.0
USD/CHF,2026-03-06,SELL,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,NEUTRAL,54.9,False,0.001778,True,0.938,below,True,65.5,135.4,NONE,0,False,False,False,False,False,1.1555285268122704,4,3,EXPIRED,-10.8,-19.5,6.0
USD/CHF,2026-03-09,BUY,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,SELL,55.5,False,0.001772,True,0.922,below,False,68.2,119.9,NONE,0,False,False,False,False,False,1.128463626161286,0,3,EXPIRED,41.2,43.3,4.0
USD/CHF,2026-03-09,SELL,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,SELL,55.5,False,0.001772,True,0.922,below,True,68.2,119.9,NONE,0,False,False,False,False,False,1.128463626161286,0,3,LOSS,-70.0,-76.6,4.0
USD/CHF,2026-03-10,BUY,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,NEUTRAL,51.0,False,0.001478,True,0.719,below,False,52.1,47.9,NONE,0,False,False,False,False,False,1.1251070768329625,1,3,WIN,140.0,144.3,6.0
USD/CHF,2026-03-10,SELL,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,NEUTRAL,51.0,False,0.001478,True,0.719,below,True,52.1,47.9,NONE,0,False,False,False,False,False,1.1251070768329625,1,3,LOSS,-70.0,-74.4,2.0
USD/CHF,2026-03-11,BUY,holdout,NEUTRAL,False,False,False,False,False,False,NEUTRAL,NEUTRAL,51.9,False,0.001274,True,0.734,below,False,55.4,69.1,NONE,0,False,False,False,False,False,1.0914740280092423,2,3,WIN,130.0,133.2,5.0
