pair,date,direction,split,ribbon_status,ribbon_fanning,rib_against,rib_strongly_against,rib_aligned,w_d_conflict,w_d_agree,w_sig,d_sig,rsi14,rsi_extreme_against,macd_hist,macd_bullish,bb_position,price_vs_200ma,with_trend_200ma,stochastic_k,cci,osc_direction,osc_score,osc_agrees,osc_opposes,div_bullish,div_bearish,div_supports,atr_pct_6m,day_of_week,month,status,gross_pips,net_pips,days_held
EUR/USD,2023-09-26,BUY,discovery,ALIGNED_BEAR,True,True,True,False,False,False,NEUTRAL,BUY,30.9,False,-0.000395,False,0.095,below,False,11.9,-150.5,BUY,3,True,False,False,False,False,0.8670865630578287,1,9,LOSS,-70.0,-72.6,1.0
EUR/USD,2023-09-26,SELL,discovery,ALIGNED_BEAR,True,False,False,True,False,False,NEUTRAL,BUY,30.9,False,-0.000395,False,0.095,below,True,11.9,-150.5,BUY,3,False,True,False,False,False,0.8670865630578287,1,9,EXPIRED,26.4,27.2,6.0
EUR/USD,2023-09-27,BUY,discovery,ALIGNED_BEAR,True,True,True,False,False,False,NEUTRAL,BUY,29.3,True,-0.000627,False,0.075,below,False,23.6,-178.3,BUY,2,True,False,False,False,False,0.8790625234895124,2,9,LOSS,-75.0,-77.6,1.0
EUR/USD,2023-09-27,SELL,discovery,ALIGNED_BEAR,True,False,False,True,False,False,NEUTRAL,BUY,29.3,False,-0.000627,False,0.075,below,True,23.6,-178.3,BUY,2,False,True,False,False,False,0.8790625234895124,2,9,EXPIRED,88.7,89.5,6.0
EUR/USD,2023-09-28,BUY,discovery,ALIGNED_BEAR,True,True,True,False,False,False,NEUTRAL,BUY,25.3,True,-0.001091,False,-0.084,below,False,4.9,-183.7,BUY,3,True,False,False,False,False,0.8937504056429831,3,9,EXPIRED,-33.0,-38.1,6.0
EUR/USD,2023-09-28,SELL,discovery,ALIGNED_BEAR,True,False,False,True,False,False,NEUTRAL,BUY,25.3,False,-0.001091,False,-0.084,below,True,4.9,-183.7,BUY,3,False,True,False,False,False,0.8937504056429831,3,9,LOSS,-75.0,-76.7,1.0
EUR/USD,2023-09-29,BUY,discovery,ALIGNED_BEAR,True,True,True,False,False,False,NEUTRAL,BUY,34.0,False,-0.000899,False,0.122,below,False,25.8,-109.4,BUY,2,True,False,False,False,False,0.9296145124015154,4,9,LOSS,-75.0,-79.1,4.0
EUR/USD,2023-09-29,SELL,discovery,ALIGNED_BEAR,True,False,False,True,False,False,NEUTRAL,BUY,34.0,False,-0.000899,False,0.122,below,True,25.8,-109.4,BUY,2,False,True,False,False,False,0.9296145124015154,4,9,EXPIRED,55.4,56.1,6.0
EUR/USD,2023-10-02,BUY,discovery,ALIGNED_BEAR,True,True,True,False,False,False,NEUTRAL,BUY,34.4,False,-0.000652,False,0.167,below,False,26.8,-126.2,BUY,2,True,False,False,False,False,0.9502295042037611,0,10,LOSS,-80.0,-82.6,1.0
EUR/USD,2023-10-02,SELL,discovery,ALIGNED_BEAR,True,False,False,True,False,False,NEUTRAL,BUY,34.4,False,-0.000652,False,0.167,below,True,26.8,-126.2,BUY,2,False,True,False,False,False,0.9502295042037611,0,10,EXPIRED,18.6,18.4,4.0
EUR/USD,2023-10-03,BUY,discovery,ALIGNED_BEAR,True,True,True,False,False,False,NEUTRAL,BUY,28.7,True,-0.000938,False,-0.028,below,False,10.1,-178.5,BUY,3,True,False,False,False,False,0.984142340617955,1,10,EXPIRED,86.7,81.7,6.0
EUR/USD,2023-10-03,SELL,discovery,ALIGNED_BEAR,True,False,False,True,False,False,NEUTRAL,BUY,28.7,False,-0.000938,False,-0.028,below,True,10.1,-178.5,BUY,3,False,True,False,False,False,0.984142340617955,1,10,LOSS,-80.0,-80.7,3.0
EUR/USD,2023-10-04,BUY,discovery,ALIGNED_BEAR,True,True,True,False,False,False,NEUTRAL,BUY,28.2,True,-0.001056,False,0.028,below,False,8.1,-140.6,BUY,3,True,False,False,False,False,0.9837270807910632,2,10,EXPIRED,106.6,101.5,6.0
EUR/USD,2023-10-04,SELL,discovery,ALIGNED_BEAR,True,False,False,True,False,False,NEUTRAL,BUY,28.2,False,-0.001056,False,0.028,below,True,8.1,-140.6,BUY,3,False,True,False,False,False,0.9837270807910632,2,10,LOSS,-80.0,-81.2,2.0
EUR/USD,2023-10-05,BUY,discovery,ALIGNED_BEAR,True,True,True,False,False,False,NEUTRAL,BUY,33.4,False,-0.000784,False,0.166,below,False,20.6,-100.0,BUY,2,True,False,False,False,False,0.9714315883193398,3,10,EXPIRED,97.7,92.7,6.0
EUR/USD,2023-10-05,SELL,discovery,ALIGNED_BEAR,True,False,False,True,False,False,NEUTRAL,BUY,33.4,False,-0.000784,False,0.166,below,True,20.6,-100.0,BUY,2,False,True,False,False,False,0.9714315883193398,3,10,LOSS,-80.0,-81.7,1.0
EUR/USD,2023-10-06,BUY,discovery,ALIGNED_BEAR,True,True,True,False,False,False,NEUTRAL,NEUTRAL,38.8,False,-0.00025,False,0.297,below,False,34.9,-67.0,NONE,0,False,False,False,False,False,1.0035948870829163,4,10,EXPIRED,77.7,72.6,6.0
EUR/USD,2023-10-06,SELL,discovery,ALIGNED_BEAR,True,False,False,True,False,False,NEUTRAL,NEUTRAL,38.8,False,-0.00025,False,0.297,below,True,34.9,-67.0,NONE,0,False,False,False,False,False,1.0035948870829163,4,10,LOSS,-80.0,-79.7,5.0
EUR/USD,2023-10-09,BUY,discovery,ALIGNED_BEAR,True,True,True,False,False,False,NEUTRAL,BUY,41.5,False,0.000302,True,0.372,below,False,42.4,-50.2,NONE,0,False,False,False,False,False,0.9820274165814845,0,10,EXPIRED,-30.7,-34.8,4.0
EUR/USD,2023-10-09,SELL,discovery,ALIGNED_BEAR,True,False,False,True,False,False,NEUTRAL,BUY,41.5,False,0.000302,True,0.372,below,True,42.4,-50.2,NONE,0,False,False,False,False,False,0.9820274165814845,0,10,EXPIRED,30.7,30.5,4.0
EUR/USD,2023-10-10,BUY,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,42.9,False,0.000774,True,0.424,below,False,57.7,-17.8,NONE,0,False,False,False,False,False,0.9699889491409459,1,10,LOSS,-80.0,-83.6,3.0
EUR/USD,2023-10-10,SELL,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,42.9,False,0.000774,True,0.424,below,True,57.7,-17.8,NONE,0,False,False,False,False,False,0.9699889491409459,1,10,EXPIRED,57.3,58.1,6.0
EUR/USD,2023-10-11,BUY,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,46.3,False,0.001264,True,0.528,below,False,69.9,15.7,NONE,0,False,False,False,False,False,0.9510008270911235,2,10,LOSS,-75.0,-78.1,2.0
EUR/USD,2023-10-11,SELL,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,46.3,False,0.001264,True,0.528,below,True,69.9,15.7,NONE,0,False,False,False,False,False,0.9510008270911235,2,10,EXPIRED,50.5,51.3,6.0
EUR/USD,2023-10-12,BUY,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,48.7,False,0.001694,True,0.624,below,False,84.9,15.5,NONE,0,False,False,False,False,False,0.9670082519778594,3,10,LOSS,-80.0,-82.6,1.0
EUR/USD,2023-10-12,SELL,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,48.7,False,0.001694,True,0.624,below,True,84.9,15.5,NONE,0,False,False,False,False,False,0.9670082519778594,3,10,EXPIRED,51.2,52.0,6.0
EUR/USD,2023-10-13,BUY,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,40.0,False,0.001378,True,0.317,below,False,45.9,-67.3,NONE,0,False,False,False,False,False,1.0123332890198202,4,10,EXPIRED,1.8,-3.3,6.0
EUR/USD,2023-10-13,SELL,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,40.0,False,0.001378,True,0.317,below,True,45.9,-67.3,NONE,0,False,False,False,False,False,1.0123332890198202,4,10,EXPIRED,-1.8,-1.0,6.0
EUR/USD,2023-10-16,BUY,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,38.7,False,0.001069,True,0.283,below,False,37.9,-60.5,NONE,0,False,False,False,False,False,0.9752330810276932,0,10,EXPIRED,64.9,60.8,4.0
EUR/USD,2023-10-16,SELL,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,38.7,False,0.001069,True,0.283,below,True,37.9,-60.5,NONE,0,False,False,False,False,False,0.9752330810276932,0,10,EXPIRED,-64.9,-65.1,4.0
EUR/USD,2023-10-17,BUY,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,43.0,False,0.001085,True,0.428,below,False,55.2,-14.1,NONE,0,False,False,False,False,False,0.971754767973022,1,10,EXPIRED,35.7,30.6,6.0
EUR/USD,2023-10-17,SELL,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,43.0,False,0.001085,True,0.428,below,True,55.2,-14.1,NONE,0,False,False,False,False,False,0.971754767973022,1,10,LOSS,-80.0,-79.2,6.0
EUR/USD,2023-10-18,BUY,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,45.3,False,0.001211,True,0.531,below,False,65.1,2.1,NONE,0,False,False,False,False,False,0.9642188513473243,2,10,EXPIRED,96.8,91.7,6.0
EUR/USD,2023-10-18,SELL,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,45.3,False,0.001211,True,0.531,below,True,65.1,2.1,NONE,0,False,False,False,False,False,0.9642188513473243,2,10,LOSS,-80.0,-79.2,6.0
EUR/USD,2023-10-19,BUY,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,41.9,False,0.001057,True,0.391,below,False,46.9,-16.1,NONE,0,False,False,False,False,False,0.9471287276034533,3,10,WIN,150.0,145.4,5.0
EUR/USD,2023-10-19,SELL,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,BUY,41.9,False,0.001057,True,0.391,below,True,46.9,-16.1,NONE,0,False,False,False,False,False,0.9471287276034533,3,10,LOSS,-75.0,-75.2,4.0
EUR/USD,2023-10-20,BUY,discovery,CONVERGING,False,False,False,False,False,False,BUY,NEUTRAL,47.8,False,0.001259,True,0.665,below,False,72.2,63.0,NONE,0,False,False,False,False,False,0.9367490349880364,4,10,EXPIRED,-19.2,-24.3,6.0
EUR/USD,2023-10-20,SELL,discovery,CONVERGING,False,False,False,False,False,False,BUY,NEUTRAL,47.8,False,0.001259,True,0.665,below,True,72.2,63.0,NONE,0,False,False,False,False,False,0.9367490349880364,4,10,LOSS,-75.0,-75.2,4.0
EUR/USD,2023-10-23,BUY,discovery,CONVERGING,False,False,False,False,False,False,BUY,NEUTRAL,48.2,False,0.001388,True,0.723,below,False,70.4,111.4,NONE,0,False,False,False,False,False,0.9386792772889856,0,10,EXPIRED,-25.5,-29.6,4.0
EUR/USD,2023-10-23,SELL,discovery,CONVERGING,False,False,False,False,False,False,BUY,NEUTRAL,48.2,False,0.001388,True,0.723,below,True,70.4,111.4,NONE,0,False,False,False,False,False,0.9386792772889856,0,10,LOSS,-75.0,-76.7,1.0
EUR/USD,2023-10-24,BUY,discovery,LEANING_BEAR,False,True,False,False,True,False,BUY,SELL,56.7,False,0.001948,True,1.09,below,False,90.0,187.9,SELL,2,False,True,False,False,False,0.9676326248175076,1,10,LOSS,-80.0,-82.6,1.0
EUR/USD,2023-10-24,SELL,discovery,LEANING_BEAR,False,False,False,True,True,False,BUY,SELL,56.7,False,0.001948,True,1.09,below,True,90.0,187.9,SELL,2,True,False,False,False,False,0.9676326248175076,1,10,EXPIRED,107.4,108.2,6.0
EUR/USD,2023-10-25,BUY,discovery,LEANING_BEAR,False,True,False,False,False,False,BUY,NEUTRAL,48.7,False,0.001759,True,0.688,below,False,53.9,60.0,NONE,0,False,False,False,False,False,0.9914822512605145,2,10,EXPIRED,19.7,14.6,6.0
EUR/USD,2023-10-25,SELL,discovery,LEANING_BEAR,False,False,False,True,False,False,BUY,NEUTRAL,48.7,False,0.001759,True,0.688,below,True,53.9,60.0,NONE,0,False,False,False,False,False,0.9914822512605145,2,10,EXPIRED,-19.7,-18.9,6.0
EUR/USD,2023-10-26,BUY,discovery,LEANING_BEAR,False,True,False,False,False,False,BUY,NEUTRAL,46.0,False,0.001403,True,0.527,below,False,36.6,-13.7,NONE,0,False,False,False,False,False,0.9834005071969764,3,10,EXPIRED,11.8,6.8,6.0
EUR/USD,2023-10-26,SELL,discovery,LEANING_BEAR,False,False,False,True,False,False,BUY,NEUTRAL,46.0,False,0.001403,True,0.527,below,True,36.6,-13.7,NONE,0,False,False,False,False,False,0.9834005071969764,3,10,LOSS,-80.0,-79.7,5.0
EUR/USD,2023-10-27,BUY,discovery,LEANING_BEAR,False,True,False,False,False,False,NEUTRAL,NEUTRAL,45.8,False,0.00112,True,0.512,below,False,35.1,12.5,NONE,0,False,False,False,False,False,0.9693556091311326,4,10,EXPIRED,22.6,17.5,6.0
EUR/USD,2023-10-27,SELL,discovery,LEANING_BEAR,False,False,False,True,False,False,NEUTRAL,NEUTRAL,45.8,False,0.00112,True,0.512,below,True,35.1,12.5,NONE,0,False,False,False,False,False,0.9693556091311326,4,10,LOSS,-75.0,-75.2,4.0
EUR/USD,2023-10-30,BUY,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,45.6,False,0.000898,True,0.502,below,False,34.1,36.2,NONE,0,False,False,False,False,False,0.9709121552212989,0,10,WIN,150.0,145.9,4.0
EUR/USD,2023-10-30,SELL,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,45.6,False,0.000898,True,0.502,below,True,34.1,36.2,NONE,0,False,False,False,False,False,0.9709121552212989,0,10,LOSS,-75.0,-76.7,1.0
EUR/USD,2023-10-31,BUY,discovery,LEANING_BEAR,False,True,False,False,False,False,NEUTRAL,NEUTRAL,51.6,False,0.001074,True,0.764,below,False,61.2,107.5,NONE,0,False,False,False,False,False,0.9979473334979277,1,10,LOSS,-80.0,-82.6,1.0
EUR/USD,2023-10-31,SELL,discovery,LEANING_BEAR,False,False,False,True,False,False,NEUTRAL,NEUTRAL,51.6,False,0.001074,True,0.764,below,True,61.2,107.5,NONE,0,False,False,False,False,False,0.9979473334979277,1,10,LOSS,-80.0,-80.7,3.0
EUR/USD,2023-11-01,BUY,discovery,LEANING_BEAR,False,True,False,False,False,False,NEUTRAL,NEUTRAL,47.7,False,0.000923,True,0.533,below,False,42.7,-29.3,NONE,0,False,False,False,False,False,1.0099886480115718,2,11,WIN,160.0,155.4,5.0
EUR/USD,2023-11-01,SELL,discovery,LEANING_BEAR,False,False,False,True,False,False,NEUTRAL,NEUTRAL,47.7,False,0.000923,True,0.533,below,True,42.7,-29.3,NONE,0,False,False,False,False,False,1.0099886480115718,2,11,LOSS,-80.0,-81.7,1.0
EUR/USD,2023-11-02,BUY,discovery,LEANING_BEAR,False,True,False,False,False,False,NEUTRAL,NEUTRAL,48.7,False,0.000851,True,0.565,below,False,40.6,93.6,NONE,0,False,False,False,False,False,1.019912853919302,3,11,WIN,160.0,155.9,4.0
EUR/USD,2023-11-02,SELL,discovery,LEANING_BEAR,False,False,False,True,False,False,NEUTRAL,NEUTRAL,48.7,False,0.000851,True,0.565,below,True,40.6,93.6,NONE,0,False,False,False,False,False,1.019912853919302,3,11,LOSS,-80.0,-81.7,1.0
EUR/USD,2023-11-03,BUY,discovery,LEANING_BEAR,False,True,False,False,False,False,BUY,NEUTRAL,52.3,False,0.000986,True,0.772,below,False,44.9,176.6,NONE,0,False,False,False,False,False,1.0817096731499656,4,11,EXPIRED,91.3,86.2,6.0
EUR/USD,2023-11-03,SELL,discovery,LEANING_BEAR,False,False,False,True,False,False,BUY,NEUTRAL,52.3,False,0.000986,True,0.772,below,True,44.9,176.6,NONE,0,False,False,False,False,False,1.0817096731499656,4,11,LOSS,-85.0,-85.7,3.0
EUR/USD,2023-11-06,BUY,discovery,NEUTRAL,False,False,False,False,True,False,BUY,SELL,62.5,False,0.001758,True,1.243,below,False,89.4,275.5,NONE,0,False,False,False,False,False,1.1282143065881767,0,11,EXPIRED,-64.6,-68.7,4.0
EUR/USD,2023-11-06,SELL,discovery,NEUTRAL,False,False,False,False,True,False,BUY,SELL,62.5,False,0.001758,True,1.243,below,True,89.4,275.5,NONE,0,False,False,False,False,False,1.1282143065881767,0,11,EXPIRED,64.6,64.4,4.0
EUR/USD,2023-11-07,BUY,discovery,NEUTRAL,False,False,False,False,True,False,BUY,SELL,61.2,False,0.002095,True,1.055,below,False,84.9,170.3,NONE,0,False,False,False,False,False,1.108042509894921,1,11,EXPIRED,-31.4,-36.5,6.0
EUR/USD,2023-11-07,SELL,discovery,NEUTRAL,False,False,False,False,True,False,BUY,SELL,61.2,False,0.002095,True,1.055,below,True,84.9,170.3,NONE,0,False,False,False,False,False,1.108042509894921,1,11,EXPIRED,31.4,32.2,6.0
EUR/USD,2023-11-08,BUY,discovery,NEUTRAL,False,False,False,False,False,False,BUY,NEUTRAL,58.0,False,0.002043,True,0.892,below,False,74.0,130.5,NONE,0,False,False,False,False,False,1.0834113260198128,2,11,WIN,170.0,164.9,6.0
EUR/USD,2023-11-08,SELL,discovery,NEUTRAL,False,False,False,False,False,False,BUY,NEUTRAL,58.0,False,0.002043,True,0.892,below,True,74.0,130.5,NONE,0,False,False,False,False,False,1.0834113260198128,2,11,LOSS,-85.0,-84.2,6.0
EUR/USD,2023-11-09,BUY,discovery,NEUTRAL,False,False,False,False,False,False,BUY,NEUTRAL,59.3,False,0.001998,True,0.903,below,False,80.1,128.6,SELL,2,False,True,False,False,False,1.047740605201987,3,11,WIN,170.0,164.9,6.0
EUR/USD,2023-11-09,SELL,discovery,NEUTRAL,False,False,False,False,False,False,BUY,NEUTRAL,59.3,False,0.001998,True,0.903,below,True,80.1,128.6,SELL,2,True,False,False,False,False,1.047740605201987,3,11,LOSS,-85.0,-84.7,5.0
EUR/USD,2023-11-10,BUY,discovery,NEUTRAL,False,False,False,False,False,False,NEUTRAL,NEUTRAL,54.0,False,0.001592,True,0.715,below,False,61.8,74.9,NONE,0,False,False,False,False,False,1.020558756371555,4,11,WIN,160.0,155.9,4.0
EUR/USD,2023-11-10,SELL,discovery,NEUTRAL,False,False,False,False,False,False,NEUTRAL,NEUTRAL,54.0,False,0.001592,True,0.715,below,True,61.8,74.9,NONE,0,False,False,False,False,False,1.020558756371555,4,11,LOSS,-80.0,-80.2,4.0
EUR/USD,2023-11-13,BUY,discovery,NEUTRAL,False,False,False,False,False,False,NEUTRAL,SELL,56.2,False,0.001393,True,0.777,below,False,71.4,82.3,NONE,0,False,False,False,False,False,0.9840922360798429,0,11,WIN,160.0,157.4,1.0
EUR/USD,2023-11-13,SELL,discovery,NEUTRAL,False,False,False,False,False,False,NEUTRAL,SELL,56.2,False,0.001393,True,0.777,below,True,71.4,82.3,NONE,0,False,False,False,False,False,0.9840922360798429,0,11,LOSS,-80.0,-81.7,1.0
EUR/USD,2023-11-14,BUY,discovery,NEUTRAL,False,False,False,False,False,False,NEUTRAL,SELL,57.4,False,0.001263,True,0.792,below,False,52.0,143.3,NONE,0,False,False,False,False,False,1.072493545594986,1,11,WIN,170.0,167.4,1.0
EUR/USD,2023-11-14,SELL,discovery,NEUTRAL,False,False,False,False,False,False,NEUTRAL,SELL,57.4,False,0.001263,True,0.792,below,True,52.0,143.3,NONE,0,False,False,False,False,False,1.072493545594986,1,11,LOSS,-85.0,-86.7,1.0
EUR/USD,2023-11-15,BUY,discovery,NEUTRAL,False,False,False,False,False,False,NEUTRAL,SELL,70.1,False,0.002231,True,1.209,above,True,97.5,224.0,SELL,2,False,True,False,False,False,1.161066769884801,2,11,EXPIRED,67.6,62.5,6.0
EUR/USD,2023-11-15,SELL,discovery,NEUTRAL,False,False,False,False,False,False,NEUTRAL,SELL,70.1,True,0.002231,True,1.209,above,False,97.5,224.0,SELL,2,True,False,False,False,False,1.161066769884801,2,11,EXPIRED,-67.6,-66.8,6.0
EUR/USD,2023-11-16,BUY,discovery,NEUTRAL,False,False,False,False,False,False,NEUTRAL,SELL,67.2,False,0.002554,True,1.034,above,True,89.4,184.1,SELL,3,False,True,False,False,False,1.133342333628177,3,11,EXPIRED,63.6,58.5,6.0
EUR/USD,2023-11-16,SELL,discovery,NEUTRAL,False,False,False,False,False,False,NEUTRAL,SELL,67.2,False,0.002554,True,1.034,above,False,89.4,184.1,SELL,3,True,False,False,False,False,1.133342333628177,3,11,LOSS,-90.0,-90.1,4.0
EUR/USD,2023-11-17,BUY,discovery,NEUTRAL,False,False,False,False,False,True,SELL,SELL,67.1,False,0.002596,True,0.956,above,True,89.2,155.4,SELL,3,False,True,False,False,False,1.1112561754603851,4,11,EXPIRED,37.1,32.0,6.0
EUR/USD,2023-11-17,SELL,discovery,NEUTRAL,False,False,False,False,False,True,SELL,SELL,67.1,False,0.002596,True,0.956,above,False,89.2,155.4,SELL,3,True,False,False,False,False,1.1112561754603851,4,11,LOSS,-90.0,-90.6,3.0
EUR/USD,2023-11-20,BUY,discovery,NEUTRAL,False,False,False,False,False,True,SELL,SELL,70.3,False,0.002799,True,0.996,above,True,91.0,173.1,SELL,3,False,True,False,False,False,1.1121981623436656,0,11,EXPIRED,-0.7,-4.9,4.0
EUR/USD,2023-11-20,SELL,discovery,NEUTRAL,False,False,False,False,False,True,SELL,SELL,70.3,True,0.002799,True,0.996,above,False,91.0,173.1,SELL,3,True,False,False,False,False,1.1121981623436656,0,11,EXPIRED,0.7,0.6,4.0
EUR/USD,2023-11-21,BUY,discovery,NEUTRAL,False,False,False,False,False,True,SELL,SELL,72.4,False,0.002994,True,0.991,above,True,94.4,160.8,SELL,3,False,True,False,False,False,1.0851811108154972,1,11,LOSS,-85.0,-87.6,1.0
EUR/USD,2023-11-21,SELL,discovery,NEUTRAL,False,False,False,False,False,True,SELL,SELL,72.4,True,0.002994,True,0.991,above,False,94.4,160.8,SELL,3,True,False,False,False,False,1.0851811108154972,1,11,EXPIRED,5.5,6.4,6.0
EUR/USD,2023-11-22,BUY,discovery,LEANING_BULL,False,False,False,True,False,True,SELL,SELL,68.6,False,0.002743,True,0.883,above,True,86.0,111.1,SELL,3,False,True,False,False,False,1.0877155073077494,2,11,EXPIRED,40.2,35.0,6.0
EUR/USD,2023-11-22,SELL,discovery,LEANING_BULL,False,True,False,False,False,True,SELL,SELL,68.6,False,0.002743,True,0.883,above,False,86.0,111.1,SELL,3,True,False,False,False,False,1.0877155073077494,2,11,LOSS,-85.0,-84.1,6.0
EUR/USD,2023-11-23,BUY,discovery,LEANING_BULL,False,False,False,True,False,True,SELL,SELL,65.1,False,0.00222,True,0.799,above,True,75.3,100.0,NONE,0,False,False,False,False,False,1.0438189583825914,3,11,EXPIRED,115.1,109.9,6.0
EUR/USD,2023-11-23,SELL,discovery,LEANING_BULL,False,True,False,False,False,True,SELL,SELL,65.1,False,0.00222,True,0.799,above,False,75.3,100.0,NONE,0,False,False,False,False,False,1.0438189583825914,3,11,LOSS,-85.0,-84.6,5.0
EUR/USD,2023-11-24,BUY,discovery,LEANING_BULL,False,False,False,True,False,False,NEUTRAL,SELL,66.1,False,0.001823,True,0.798,above,True,80.3,95.5,SELL,2,False,True,False,False,False,1.0160773001679781,4,11,EXPIRED,67.4,62.2,6.0
EUR/USD,2023-11-24,SELL,discovery,LEANING_BULL,False,True,False,False,False,False,NEUTRAL,SELL,66.1,False,0.001823,True,0.798,above,False,80.3,95.5,SELL,2,True,False,False,False,False,1.0160773001679781,4,11,LOSS,-80.0,-80.1,4.0
EUR/USD,2023-11-27,BUY,discovery,LEANING_BULL,False,False,False,True,False,False,NEUTRAL,SELL,68.4,False,0.00164,True,0.832,above,True,91.3,98.7,SELL,2,False,True,False,False,False,0.9902694711238991,0,11,LOSS,-80.0,-84.2,4.0
EUR/USD,2023-11-27,SELL,discovery,LEANING_BULL,False,True,False,False,False,False,NEUTRAL,SELL,68.4,False,0.00164,True,0.832,above,False,91.3,98.7,SELL,2,True,False,False,False,False,0.9902694711238991,0,11,EXPIRED,48.4,48.2,4.0
EUR/USD,2023-11-28,BUY,discovery,LEANING_BULL,False,False,False,True,False,False,NEUTRAL,SELL,69.6,False,0.001495,True,0.831,above,True,86.1,101.6,SELL,3,False,True,False,False,False,0.9834585956740924,1,11,LOSS,-80.0,-83.7,3.0
EUR/USD,2023-11-28,SELL,discovery,LEANING_BULL,False,True,False,False,False,False,NEUTRAL,SELL,69.6,False,0.001495,True,0.831,above,False,86.1,101.6,SELL,3,True,False,False,False,False,0.9834585956740924,1,11,EXPIRED,70.3,71.2,6.0
EUR/USD,2023-11-29,BUY,discovery,LEANING_BULL,False,False,False,True,False,False,NEUTRAL,SELL,72.5,False,0.001566,True,0.884,above,True,97.0,108.6,SELL,3,False,True,False,False,False,0.965027048960088,2,11,LOSS,-80.0,-82.7,1.0
EUR/USD,2023-11-29,SELL,discovery,LEANING_BULL,False,True,False,False,False,False,NEUTRAL,SELL,72.5,True,0.001566,True,0.884,above,False,97.0,108.6,SELL,3,True,False,False,False,False,0.965027048960088,2,11,WIN,160.0,158.9,2.0
EUR/USD,2023-11-30,BUY,discovery,LEANING_BULL,False,False,False,True,False,False,NEUTRAL,SELL,67.8,False,0.001256,True,0.798,above,True,87.7,76.9,SELL,2,False,True,False,False,False,0.9944184958814553,3,11,LOSS,-80.0,-82.7,1.0
EUR/USD,2023-11-30,SELL,discovery,LEANING_BULL,False,True,False,False,False,False,NEUTRAL,SELL,67.8,False,0.001256,True,0.798,above,False,87.7,76.9,SELL,2,True,False,False,False,False,0.9944184958814553,3,11,WIN,160.0,159.9,4.0
EUR/USD,2023-12-01,BUY,discovery,LEANING_BULL,False,False,False,True,False,False,NEUTRAL,NEUTRAL,57.5,False,0.000406,True,0.611,above,True,61.4,25.9,NONE,0,False,False,False,False,False,1.0489225523871748,4,12,LOSS,-85.0,-88.6,3.0
EUR/USD,2023-12-01,SELL,discovery,LEANING_BULL,False,True,False,False,False,False,NEUTRAL,NEUTRAL,57.5,False,0.000406,True,0.611,above,False,61.4,25.9,NONE,0,False,False,False,False,False,1.0489225523871748,4,12,EXPIRED,125.4,126.2,6.0
EUR/USD,2023-12-04,BUY,discovery,ALIGNED_BULL,True,False,False,True,False,False,NEUTRAL,SELL,57.1,False,-0.000244,False,0.587,above,True,39.1,9.1,NONE,0,False,False,False,False,False,1.049904746174611,0,12,LOSS,-85.0,-87.6,1.0
EUR/USD,2023-12-04,SELL,discovery,ALIGNED_BULL,True,True,True,False,False,False,NEUTRAL,SELL,57.1,False,-0.000244,False,0.587,above,False,39.1,9.1,NONE,0,False,False,False,False,False,1.049904746174611,0,12,EXPIRED,96.0,95.9,4.0
EUR/USD,2023-12-05,BUY,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,51.6,False,-0.00103,False,0.457,above,True,23.5,-26.6,NONE,0,False,False,False,False,False,1.0674315448914848,1,12,LOSS,-85.0,-88.6,3.0
EUR/USD,2023-12-05,SELL,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,51.6,False,-0.00103,False,0.457,above,False,23.5,-26.6,NONE,0,False,False,False,False,False,1.0674315448914848,1,12,EXPIRED,72.0,72.8,6.0
EUR/USD,2023-12-06,BUY,discovery,CONVERGING,False,False,False,False,False,False,NEUTRAL,NEUTRAL,47.2,False,-0.001817,False,0.331,below,False,8.4,-63.7,NONE,0,False,False,False,False,False,1.0474216091111357,2,12,EXPIRED,-27.1,-32.2,6.0
