source_table,trade_id,captured_at,confidence,tech_score,fund_score,sent_score,pos_score,macro_score,rsi14,macd_signal,atr_pct,reward_risk,direction_buy,mtf_count,ribbon_aligned,month_sin,month_cos,grade_num,rsi_extreme,bb_pos_num,above_200ma,dxy_direction_num,market_regime_num,patience_score,day_of_week,hour_sin,hour_cos,corr_agreement_count,atr_percentile_6m,consecutive_weeks_trending,cot_momentum_num,fund_alignment_num,fund_aligned_count,rr_over_2,high_conf,ribbon_state_num,divergence_present,hour_auckland,vix_level,is_ranging,fund_tail_high,mtf_full_agree,entry_candle_type_num,entry_candle_body_ratio,entry_candle_vs_avg,dist_weekly_open_pips,dist_round_number_pips,new_20d_extreme,inside_bars_before,cot_weeks_in_dir,cot_accel,us10y_dir,gold_dir,sp500_dir,vix_vs_20d,atr_5d_vs_20d,atr_expanding,base_ccy_strength,quote_ccy_strength,monthly_trend_aligned,hhhl_aligned,kill_zone_entry,market_structure_break,divergence_type,checklist_score,hhhl_x_monthly,rsi_x_fibonacci,momentum_x_cot,kill_zone_x_confluence,currency_strength_x_trend,t1_reached,t2_reached,max_target_reached,pips_at_t1,trade_closed_at_t1_only,fund_consecutive_losses,fund_drawdown_pct,fund_sizing_mode_num,open_trades_count,regime_pair_bonus,pair_win_rate,pair_n_samples
main,1288,2026-06-23 18:53:50,8.0,9.0,4.0,5.0,5.0,5.0,74.8,1.0,1.0343,2.4,0.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1289,2026-06-23 21:34:39,5.0,6.0,5.0,5.0,3.0,5.0,32.7,-1.0,0.6695,1.5,1.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1290,2026-06-23 21:34:52,7.0,9.0,7.0,5.0,4.0,5.0,29.3,-1.0,0.7876,1.85,1.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1291,2026-06-23 21:34:56,5.0,6.0,6.0,7.0,5.0,4.0,30.3,-1.0,0.478,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1292,2026-06-23 21:34:59,4.0,5.0,6.0,7.0,3.0,5.0,35.8,-1.0,0.7135,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1293,2026-06-23 21:35:12,6.0,7.0,5.0,6.0,4.0,5.0,72.2,1.0,0.3787,2.2,0.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1294,2026-06-23 21:35:15,5.0,6.0,4.0,7.0,4.0,5.0,34.0,-1.0,0.8298,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1295,2026-06-23 21:35:19,4.0,4.0,5.0,5.0,5.0,5.0,59.5,1.0,0.4975,1.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1296,2026-06-23 21:35:31,6.0,6.0,5.0,5.0,5.0,5.0,39.8,-1.0,0.7475,1.03,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1297,2026-06-23 21:35:44,7.0,8.0,6.0,5.0,6.0,5.0,71.0,1.0,0.6797,2.25,0.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1298,2026-06-23 21:35:47,5.0,5.0,7.0,5.0,4.0,5.0,45.4,1.0,0.6646,1.5,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1299,2026-06-23 21:35:51,4.0,4.0,6.0,5.0,3.0,5.0,45.7,-1.0,0.6566,1.5,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1300,2026-06-23 21:36:05,8.0,9.0,6.0,5.0,6.0,5.0,86.1,1.0,0.4499,3.5,0.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1301,2026-06-23 21:36:08,4.0,5.0,3.0,4.0,3.0,5.0,58.5,1.0,0.5483,1.5,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1302,2026-06-23 21:36:20,6.0,10.0,4.0,5.0,5.0,5.0,27.0,-1.0,0.5768,1.0,1.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1303,2026-06-23 21:36:24,4.0,5.0,6.0,7.0,3.0,5.0,62.3,1.0,0.6942,1.5,0.0,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1304,2026-06-23 21:36:39,7.0,8.0,4.0,7.0,5.0,5.0,71.8,1.0,1.0557,1.37,0.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1305,2026-06-23 21:36:42,4.0,5.0,3.0,4.0,3.0,5.0,60.1,1.0,0.6176,1.5,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1306,2026-06-23 21:36:47,4.0,4.0,7.0,5.0,3.0,5.0,55.0,1.0,0.6009,1.5,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.7071,0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1307,2026-06-24 09:47:50,5.0,6.0,5.0,5.0,3.0,5.0,32.6,-1.0,0.6695,1.5,1.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1308,2026-06-24 09:47:55,5.0,7.0,6.0,4.0,3.0,5.0,29.1,-1.0,0.7879,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1309,2026-06-24 09:48:00,4.0,5.0,6.0,7.0,4.0,5.0,30.7,-1.0,0.478,1.5,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1310,2026-06-24 09:48:03,4.0,5.0,4.0,5.0,3.0,5.0,36.2,-1.0,0.713,1.5,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1311,2026-06-24 09:48:16,6.0,7.0,5.0,6.0,4.0,5.0,72.3,1.0,0.3787,2.1,0.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1312,2026-06-24 09:48:22,5.0,6.0,4.0,7.0,4.0,5.0,34.0,-1.0,0.8297,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1313,2026-06-24 09:48:25,4.0,4.0,5.0,5.0,6.0,5.0,59.7,1.0,0.4974,1.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1314,2026-06-24 09:48:31,5.0,6.0,5.0,5.0,4.0,5.0,39.2,-1.0,0.748,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1315,2026-06-24 09:48:44,6.0,8.0,6.0,5.0,5.0,5.0,71.2,1.0,0.6794,2.6,0.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1316,2026-06-24 09:48:47,4.0,4.0,6.0,5.0,3.0,5.0,44.7,-1.0,0.665,1.5,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1317,2026-06-24 09:48:51,4.0,4.0,6.0,5.0,3.0,5.0,45.3,-1.0,0.6569,1.5,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1318,2026-06-24 09:49:09,7.0,9.0,6.0,5.0,6.0,5.0,86.2,1.0,0.4498,2.4,0.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1319,2026-06-24 09:49:13,5.0,5.0,4.0,5.0,4.0,5.0,58.4,1.0,0.5483,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1320,2026-06-24 09:49:26,8.0,10.0,5.0,8.0,6.0,5.0,26.9,-1.0,0.5769,2.0,1.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1321,2026-06-24 09:49:30,5.0,5.0,6.0,6.0,3.0,5.0,62.4,1.0,0.6941,1.5,0.0,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1322,2026-06-24 09:49:49,7.0,8.0,6.0,7.0,5.0,5.0,71.8,1.0,1.0556,1.95,0.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1323,2026-06-24 09:49:53,4.0,5.0,3.0,4.0,3.0,5.0,59.9,1.0,0.6177,1.5,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1324,2026-06-24 09:50:09,6.0,5.0,6.0,5.0,4.0,5.0,56.1,1.0,0.6006,1.77,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7071,-0.7071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1325,2026-06-24 05:36:41,7.0,10.0,5.0,6.0,3.0,5.0,26.9,-1.0,0.8364,2.54,1.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9659,0.2588,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1326,2026-06-24 05:36:45,5.0,6.0,5.0,7.0,5.0,5.0,31.0,-1.0,0.36,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9659,0.2588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1327,2026-06-24 05:36:49,5.0,5.0,5.0,5.0,6.0,5.0,44.6,-1.0,0.5871,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9659,0.2588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
main,1328,2026-06-24 05:36:52,5.0,6.0,5.0,5.0,3.0,5.0,35.7,-1.0,0.7384,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9659,0.2588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
