timestamp,leg_a,leg_b,leg_a_name,leg_b_name,diff,diff_pct,tolerance,status,notes
2026-09-09 03:01:32,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 03:31:17,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 04:01:35,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 04:31:18,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 05:01:34,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 05:31:15,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 06:01:36,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 06:31:25,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 07:01:32,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 07:31:17,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 08:01:33,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 08:31:20,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 09:01:29,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 09:31:25,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 10:01:28,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 10:31:16,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 11:01:30,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 11:31:17,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 12:01:38,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 13:01:37,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 13:31:31,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 14:01:36,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 14:31:57,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 15:01:41,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 15:31:28,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 16:01:40,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 16:31:13,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 17:01:35,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 17:31:25,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 18:01:39,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 18:31:19,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 19:01:27,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 19:31:20,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 20:01:29,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 20:31:24,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 21:01:37,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 21:31:17,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
