id,pair,direction,closed_at,outcome_if_extended,days_to_resolve
1733,EUR/NZD,SELL,2026-08-05 05:10:55,TARGET,3.0
1737,EUR/AUD,SELL,2026-08-05 05:10:55,TARGET,2.0
1738,AUD/CHF,BUY,2026-08-05 05:10:55,TARGET,1.0
1739,USD/CAD,BUY,2026-08-05 05:10:55,STOP,2.0
1749,EUR/AUD,SELL,2026-08-06 05:11:04,TARGET,1.0
1750,AUD/CHF,SELL,2026-08-06 05:11:04,STOP,1.0
1751,EUR/CHF,SELL,2026-08-09 18:10:41,STOP,5.0
1754,GBP/CHF,SELL,2026-08-06 05:11:04,STOP,1.0
1757,EUR/GBP,SELL,2026-08-09 18:10:42,TARGET,1.0
1763,GBP/AUD,SELL,2026-08-06 05:11:04,TARGET,1.0
1769,EUR/NZD,SELL,2026-08-06 05:11:04,STOP,5.0
1771,AUD/CHF,BUY,2026-08-06 05:11:04,TARGET,1.0
1779,CAD/CHF,BUY,2026-08-06 05:11:04,TARGET,1.0
1781,EUR/AUD,BUY,2026-08-06 05:11:04,STOP,4.0
1782,USD/CAD,BUY,2026-08-06 05:11:05,STOP,1.0
1783,GBP/CHF,BUY,2026-08-06 05:11:05,TARGET,1.0
1785,EUR/GBP,BUY,2026-08-06 05:11:05,UNRESOLVED,
1787,EUR/USD,SELL,2026-08-06 05:11:05,STOP,7.0
1789,AUD/USD,SELL,2026-08-06 05:11:05,STOP,4.0
1790,GBP/NZD,BUY,2026-08-06 05:11:05,TARGET,4.0
1791,NZD/USD,SELL,2026-08-06 05:11:05,TARGET,5.0
1792,GBP/USD,SELL,2026-08-06 05:11:05,STOP,7.0
1797,EUR/NZD,BUY,2026-08-07 05:10:54,TARGET,4.0
1798,NZD/USD,SELL,2026-08-07 05:10:54,STOP,6.0
1803,AUD/CAD,BUY,2026-08-07 05:10:54,STOP,9.0
1805,CAD/CHF,BUY,2026-08-07 05:10:54,TARGET,1.0
1806,EUR/AUD,BUY,2026-08-07 05:10:54,STOP,6.0
1807,AUD/CHF,BUY,2026-08-07 05:10:54,TARGET,1.0
1810,USD/CAD,BUY,2026-08-07 05:10:55,STOP,1.0
1812,USD/CHF,BUY,2026-08-05 05:10:56,TARGET,1.0
1814,EUR/GBP,BUY,2026-08-10 05:10:55,UNRESOLVED,
1816,EUR/USD,SELL,2026-08-07 05:10:55,STOP,5.0
1819,AUD/USD,SELL,2026-08-10 05:10:55,STOP,2.0
1821,CAD/CHF,SELL,2026-08-05 05:10:56,STOP,3.0
1822,AUD/CHF,SELL,2026-08-07 05:10:55,STOP,2.0
1823,EUR/GBP,SELL,2026-08-10 05:10:56,UNRESOLVED,
1824,GBP/AUD,BUY,2026-08-07 05:10:55,STOP,10.0
1830,NZD/JPY,BUY,2026-08-07 05:10:55,TARGET,1.0
1831,EUR/AUD,SELL,2026-08-09 18:10:42,TARGET,3.0
1833,AUD/CAD,BUY,2026-08-09 18:10:42,TARGET,11.0
1837,GBP/CAD,SELL,2026-08-09 18:10:42,TARGET,3.0
1838,EUR/USD,SELL,2026-08-09 18:10:42,STOP,6.0
1844,AUD/NZD,BUY,2026-08-09 18:10:42,TARGET,2.0
1846,GBP/AUD,SELL,2026-08-09 18:10:42,TARGET,1.0
1849,EUR/NZD,BUY,2026-08-09 18:10:42,TARGET,4.0
1850,NZD/USD,SELL,2026-08-09 18:10:42,TARGET,4.0
1851,NZD/CAD,SELL,2026-08-09 18:10:43,TARGET,3.0
1852,GBP/USD,SELL,2026-08-09 18:10:43,STOP,6.0
1853,EUR/GBP,BUY,2026-08-12 05:10:59,TARGET,15.0
1854,NZD/CHF,SELL,2026-08-09 18:10:43,STOP,6.0
1855,USD/CHF,BUY,2026-08-07 05:10:55,TARGET,3.0
1856,GBP/USD,SELL,2026-08-10 05:10:56,STOP,4.0
1857,NZD/CAD,SELL,2026-08-10 05:10:56,TARGET,1.0
1858,NZD/USD,SELL,2026-08-10 05:10:56,TARGET,3.0
1860,EUR/JPY,BUY,2026-08-09 18:10:43,TARGET,2.0
1861,CAD/JPY,BUY,2026-08-09 18:10:43,TARGET,1.0
1862,GBP/JPY,BUY,2026-08-09 18:10:43,TARGET,1.0
1863,USD/JPY,BUY,2026-08-09 18:10:43,TARGET,1.0
1864,NZD/JPY,BUY,2026-08-09 18:10:43,TARGET,1.0
1865,EUR/AUD,BUY,2026-08-10 05:10:56,STOP,2.0
1869,EUR/GBP,SELL,2026-08-13 05:11:08,STOP,14.0
1870,AUD/CHF,SELL,2026-08-10 05:10:56,STOP,1.0
1871,GBP/CAD,SELL,2026-08-10 05:10:56,TARGET,1.0
1872,EUR/USD,SELL,2026-08-10 05:10:56,STOP,5.0
1874,CHF/JPY,BUY,2026-08-09 18:10:44,TARGET,6.0
1877,NZD/CHF,SELL,2026-08-10 05:10:56,STOP,5.0
1879,EUR/CAD,SELL,2026-08-10 05:10:56,TARGET,1.0
1880,GBP/AUD,SELL,2026-08-10 05:10:57,TARGET,5.0
1881,EUR/AUD,SELL,2026-08-10 05:10:57,TARGET,1.0
1883,CAD/CHF,BUY,2026-08-09 18:10:44,TARGET,1.0
1884,EUR/GBP,BUY,2026-08-13 05:11:08,TARGET,14.0
1885,USD/CHF,SELL,2026-08-09 18:10:44,TARGET,8.0
1886,AUD/USD,BUY,2026-08-10 05:10:57,TARGET,1.0
1889,GBP/NZD,BUY,2026-08-10 05:10:57,TARGET,2.0
1890,EUR/NZD,BUY,2026-08-10 05:10:57,TARGET,3.0
1891,GBP/USD,BUY,2026-08-10 05:10:57,TARGET,1.0
1892,NZD/CAD,SELL,2026-08-11 04:07:31,TARGET,1.0
1893,NZD/USD,SELL,2026-08-11 04:07:31,STOP,4.0
1894,AUD/JPY,BUY,2026-08-09 18:10:44,TARGET,6.0
1895,EUR/JPY,BUY,2026-08-09 18:10:44,TARGET,6.0
1896,CAD/JPY,BUY,2026-08-09 18:10:44,TARGET,5.0
1897,GBP/JPY,BUY,2026-08-09 18:10:45,TARGET,1.0
1898,USD/JPY,BUY,2026-08-09 18:10:45,TARGET,1.0
1899,NZD/JPY,BUY,2026-08-09 18:10:45,TARGET,1.0
1900,EUR/AUD,SELL,2026-08-11 04:07:32,TARGET,1.0
1902,AUD/CAD,BUY,2026-08-11 04:07:32,STOP,7.0
1903,CAD/CHF,SELL,2026-08-09 18:10:45,STOP,1.0
1904,EUR/GBP,SELL,2026-08-14 05:10:55,TARGET,1.0
1905,AUD/CHF,SELL,2026-08-11 04:07:32,STOP,1.0
1906,GBP/CAD,BUY,2026-08-11 04:07:32,STOP,5.0
1909,CHF/JPY,BUY,2026-08-09 18:10:45,TARGET,1.0
1911,USD/CHF,BUY,2026-08-09 18:10:45,STOP,8.0
1912,NZD/CHF,SELL,2026-08-11 04:07:32,STOP,4.0
1913,AUD/NZD,SELL,2026-08-11 04:07:32,STOP,1.0
1915,GBP/AUD,SELL,2026-08-11 04:07:32,TARGET,8.0
1918,AUD/NZD,BUY,2026-08-11 04:07:32,TARGET,1.0
1919,AUD/CAD,SELL,2026-08-09 18:10:46,STOP,14.0
1920,GBP/CAD,SELL,2026-08-11 04:07:32,TARGET,1.0
1922,GBP/NZD,BUY,2026-08-11 04:07:32,TARGET,1.0
1923,EUR/NZD,BUY,2026-08-11 04:07:32,TARGET,1.0
1924,EUR/AUD,BUY,2026-08-11 04:07:32,STOP,4.0
1925,USD/CHF,SELL,2026-08-09 18:10:46,STOP,4.0
1926,NZD/USD,SELL,2026-08-12 05:10:59,STOP,3.0
1927,AUD/JPY,BUY,2026-08-10 05:10:58,TARGET,1.0
1928,EUR/JPY,BUY,2026-08-10 05:10:58,TARGET,1.0
1929,CAD/JPY,BUY,2026-08-10 05:10:58,TARGET,1.0
1930,GBP/JPY,BUY,2026-08-10 05:10:58,TARGET,1.0
1931,USD/JPY,BUY,2026-08-10 05:10:58,TARGET,1.0
1932,NZD/JPY,BUY,2026-08-10 05:10:58,TARGET,1.0
1933,EUR/AUD,BUY,2026-08-12 05:10:59,STOP,3.0
1935,AUD/CAD,SELL,2026-08-12 05:10:59,TARGET,1.0
1937,EUR/GBP,SELL,2026-08-16 03:18:07,TARGET,1.0
1938,AUD/CHF,SELL,2026-08-12 05:10:59,STOP,1.0
1939,GBP/CAD,SELL,2026-08-12 05:10:59,TARGET,1.0
1940,EUR/USD,SELL,2026-08-12 05:10:59,STOP,3.0
1942,CHF/JPY,BUY,2026-08-10 05:10:58,TARGET,5.0
1944,USD/CHF,BUY,2026-08-10 05:10:59,TARGET,3.0
1946,AUD/NZD,SELL,2026-08-12 05:11:00,STOP,1.0
1948,GBP/AUD,BUY,2026-08-12 05:11:00,TARGET,6.0
1949,AUD/USD,SELL,2026-08-12 05:11:00,STOP,3.0
1950,GBP/USD,SELL,2026-08-12 05:11:00,STOP,2.0
1951,CAD/CHF,BUY,2026-08-10 05:10:59,TARGET,1.0
1954,GBP/AUD,SELL,2026-08-12 05:11:00,TARGET,7.0
1955,GBP/CAD,BUY,2026-08-12 05:11:00,STOP,2.0
1957,AUD/NZD,BUY,2026-08-12 05:11:00,TARGET,1.0
1958,GBP/NZD,BUY,2026-08-12 05:11:00,TARGET,1.0
1959,EUR/NZD,BUY,2026-08-12 05:11:00,TARGET,1.0
1960,NZD/CAD,SELL,2026-08-12 05:11:00,TARGET,1.0
1961,EUR/AUD,SELL,2026-08-12 05:11:00,TARGET,3.0
1964,NZD/USD,SELL,2026-08-16 03:18:07,STOP,1.0
1965,AUD/JPY,BUY,2026-08-11 04:07:33,TARGET,1.0
1966,EUR/JPY,BUY,2026-08-11 04:07:33,TARGET,1.0
1967,CAD/JPY,BUY,2026-08-11 04:07:33,TARGET,1.0
1968,GBP/JPY,BUY,2026-08-11 04:07:33,TARGET,1.0
1969,USD/JPY,BUY,2026-08-11 04:07:33,TARGET,1.0
1970,NZD/JPY,BUY,2026-08-13 05:11:08,TARGET,1.0
1974,EUR/GBP,SELL,2026-08-16 03:18:07,TARGET,1.0
1976,GBP/CAD,SELL,2026-08-13 05:11:08,TARGET,1.0
1977,EUR/USD,SELL,2026-08-16 03:18:07,STOP,1.0
1979,CHF/JPY,BUY,2026-08-11 04:07:34,TARGET,4.0
1983,AUD/NZD,BUY,2026-08-16 03:18:08,TARGET,2.0
1985,GBP/AUD,SELL,2026-08-16 03:18:08,TARGET,8.0
1990,USD/CHF,BUY,2026-08-13 05:11:08,TARGET,1.0
1992,AUD/JPY,BUY,2026-08-14 05:10:55,TARGET,1.0
1993,EUR/JPY,BUY,2026-08-14 05:10:55,TARGET,1.0
1994,CAD/JPY,BUY,2026-08-12 05:11:01,TARGET,1.0
1995,GBP/JPY,BUY,2026-08-14 05:10:56,TARGET,1.0
1997,NZD/JPY,BUY,2026-08-14 05:10:56,TARGET,1.0
1999,EUR/CHF,SELL,2026-08-14 05:10:56,STOP,1.0
2000,AUD/CAD,BUY,2026-08-14 05:10:56,STOP,4.0
2007,CHF/JPY,BUY,2026-08-14 05:10:56,TARGET,1.0
2011,AUD/NZD,BUY,2026-08-17 05:07:16,TARGET,1.0
2013,GBP/AUD,SELL,2026-08-17 05:07:16,TARGET,1.0
2014,AUD/USD,BUY,2026-08-17 05:07:16,TARGET,1.0
2015,GBP/NZD,BUY,2026-08-17 05:07:16,TARGET,2.0
2017,EUR/GBP,SELL,2026-08-17 05:07:16,TARGET,1.0
2018,GBP/CAD,SELL,2026-08-17 05:07:16,TARGET,1.0
2020,EUR/NZD,BUY,2026-08-17 05:07:16,TARGET,2.0
2021,NZD/CAD,SELL,2026-08-17 05:07:16,UNRESOLVED,
2023,GBP/AUD,BUY,2026-08-14 05:10:56,STOP,8.0
2024,AUD/JPY,BUY,2026-08-16 03:18:08,TARGET,1.0
2027,EUR/AUD,BUY,2026-08-16 03:18:08,STOP,8.0
2028,EUR/JPY,BUY,2026-08-14 05:10:57,TARGET,1.0
2029,CAD/JPY,BUY,2026-08-14 05:10:57,TARGET,1.0
2030,AUD/CAD,BUY,2026-08-16 03:18:08,TARGET,6.0
2032,GBP/JPY,BUY,2026-08-14 05:10:57,TARGET,1.0
2034,USD/JPY,BUY,2026-08-14 05:10:57,TARGET,1.0
2035,GBP/CAD,BUY,2026-08-16 03:18:08,TARGET,7.0
2037,NZD/JPY,BUY,2026-08-16 03:18:08,TARGET,1.0
2041,USD/CHF,BUY,2026-08-16 03:18:08,STOP,3.0
2042,EUR/CAD,BUY,2026-08-16 03:18:09,TARGET,8.0
2043,AUD/NZD,BUY,2026-08-16 03:18:09,TARGET,2.0
2044,CHF/JPY,BUY,2026-08-16 03:18:09,TARGET,1.0
2046,AUD/USD,SELL,2026-08-16 03:18:09,STOP,1.0
2048,EUR/NZD,BUY,2026-08-19 05:11:01,TARGET,10.0
2049,NZD/USD,SELL,2026-08-19 05:11:01,STOP,1.0
2052,EUR/GBP,SELL,2026-08-19 05:11:01,STOP,10.0
2053,NZD/CAD,SELL,2026-08-20 05:10:55,TARGET,9.0
2059,EUR/JPY,BUY,2026-08-17 05:07:17,TARGET,1.0
2061,AUD/CAD,BUY,2026-08-20 05:10:55,TARGET,4.0
2062,EUR/GBP,SELL,2026-08-20 05:10:55,STOP,9.0
2063,GBP/JPY,BUY,2026-08-17 05:07:17,TARGET,1.0
2065,USD/JPY,BUY,2026-08-17 05:45:40,TARGET,1.0
2066,GBP/CAD,BUY,2026-08-17 05:45:40,STOP,12.0
2071,USD/CHF,BUY,2026-08-17 05:07:18,STOP,2.0
2074,AUD/NZD,BUY,2026-08-20 05:10:56,TARGET,4.0
2075,CHF/JPY,BUY,2026-08-20 05:10:56,TARGET,1.0
2076,GBP/NZD,BUY,2026-08-20 05:10:56,STOP,6.0
2077,AUD/JPY,SELL,2026-08-17 05:45:42,STOP,1.0
2079,CAD/CHF,BUY,2026-08-17 05:07:18,TARGET,1.0
2081,GBP/CAD,SELL,2026-08-17 05:07:19,STOP,6.0
2083,EUR/JPY,SELL,2026-08-17 05:07:19,STOP,3.0
2084,GBP/JPY,SELL,2026-08-16 03:18:10,STOP,5.0
2086,EUR/NZD,BUY,2026-08-20 05:10:56,TARGET,9.0
2092,CAD/JPY,SELL,2026-08-18 05:11:01,STOP,3.0
2093,AUD/CAD,BUY,2026-08-21 05:11:04,TARGET,1.0
2094,EUR/GBP,BUY,2026-08-21 05:11:04,TARGET,9.0
2095,GBP/JPY,SELL,2026-08-18 05:11:01,STOP,3.0
2097,USD/JPY,BUY,2026-08-16 03:18:10,STOP,14.0
2098,GBP/CAD,BUY,2026-08-21 05:11:04,TARGET,2.0
2101,GBP/CHF,SELL,2026-08-18 05:11:01,UNRESOLVED,
2103,USD/CHF,BUY,2026-08-18 05:11:01,STOP,1.0
2105,EUR/CAD,BUY,2026-08-21 05:11:04,TARGET,1.0
2106,AUD/NZD,BUY,2026-08-21 05:11:05,TARGET,3.0
2107,CHF/JPY,BUY,2026-08-21 05:11:05,TARGET,1.0
2110,EUR/NZD,BUY,2026-08-21 05:11:05,TARGET,8.0
2114,GBP/CAD,SELL,2026-08-21 05:11:05,STOP,2.0
2115,GBP/NZD,BUY,2026-08-21 05:11:05,STOP,1.0
2116,NZD/CAD,SELL,2026-08-21 05:11:05,STOP,1.0
2117,EUR/JPY,BUY,2026-08-18 05:11:02,TARGET,2.0
2118,AUD/CAD,SELL,2026-08-21 05:11:05,STOP,1.0
2120,EUR/JPY,SELL,2026-08-18 05:11:02,STOP,2.0
2124,CAD/CHF,SELL,2026-08-19 05:11:02,UNRESOLVED,
2126,EUR/JPY,BUY,2026-08-23 18:10:59,TARGET,1.0
2127,CAD/JPY,SELL,2026-08-19 05:11:02,STOP,2.0
2128,AUD/CAD,SELL,2026-08-23 18:10:59,STOP,1.0
2129,EUR/GBP,BUY,2026-08-23 18:10:59,UNRESOLVED,
2130,GBP/JPY,SELL,2026-08-19 05:11:02,STOP,3.0
2132,USD/JPY,BUY,2026-08-19 05:11:02,STOP,11.0
2133,GBP/CAD,SELL,2026-08-23 18:10:59,STOP,2.0
2135,GBP/CHF,SELL,2026-08-19 05:11:02,UNRESOLVED,
2137,USD/CHF,BUY,2026-08-19 05:11:02,STOP,1.0
2139,EUR/CAD,BUY,2026-08-23 18:10:59,TARGET,1.0
2140,AUD/NZD,BUY,2026-08-19 05:11:03,STOP,1.0
2146,CHF/JPY,BUY,2026-08-19 05:11:03,TARGET,1.0
2147,CAD/JPY,BUY,2026-08-19 05:11:03,TARGET,1.0
2148,GBP/CAD,BUY,2026-08-23 18:10:59,TARGET,2.0
2150,USD/CHF,SELL,2026-08-19 05:11:03,TARGET,1.0
2156,NZD/CAD,BUY,2026-08-23 18:11:00,TARGET,1.0
2159,EUR/CHF,SELL,2026-08-23 18:11:00,UNRESOLVED,
2160,CAD/CHF,SELL,2026-08-23 18:11:00,TARGET,1.0
2163,AUD/CAD,BUY,2026-08-23 18:11:00,TARGET,1.0
2164,EUR/GBP,BUY,2026-08-23 18:11:00,TARGET,8.0
2165,GBP/JPY,SELL,2026-08-20 05:10:57,STOP,1.0
2167,USD/JPY,BUY,2026-08-20 05:10:57,STOP,10.0
2168,GBP/CAD,BUY,2026-08-23 18:11:00,TARGET,2.0
2170,NZD/JPY,BUY,2026-08-20 05:10:57,TARGET,1.0
2175,EUR/CAD,BUY,2026-08-23 18:11:00,TARGET,1.0
2176,AUD/NZD,SELL,2026-08-20 05:10:57,TARGET,1.0
2178,GBP/NZD,SELL,2026-08-20 05:10:57,TARGET,1.0
2180,EUR/JPY,BUY,2026-08-20 05:10:57,TARGET,1.0
2181,GBP/CAD,SELL,2026-08-23 18:11:00,STOP,2.0
2186,CAD/JPY,BUY,2026-08-20 05:10:57,TARGET,1.0
2189,GBP/AUD,SELL,2026-08-23 18:11:00,TARGET,1.0
2190,EUR/NZD,SELL,2026-08-23 18:11:01,TARGET,1.0
2192,AUD/CAD,SELL,2026-08-23 18:11:01,STOP,1.0
2193,NZD/CAD,BUY,2026-08-24 05:10:57,TARGET,1.0
2199,EUR/JPY,BUY,2026-08-24 05:10:57,TARGET,1.0
2201,AUD/CAD,BUY,2026-08-24 05:10:57,TARGET,1.0
2203,GBP/JPY,BUY,2026-08-24 05:10:57,TARGET,1.0
2204,AUD/CHF,SELL,2026-08-24 05:10:57,STOP,6.0
2205,GBP/CAD,BUY,2026-08-24 05:10:57,TARGET,1.0
2208,GBP/CHF,SELL,2026-08-21 05:11:06,UNRESOLVED,
2212,EUR/CAD,BUY,2026-08-24 05:10:58,TARGET,1.0
2215,GBP/NZD,SELL,2026-08-21 05:11:06,TARGET,1.0
2218,EUR/GBP,BUY,2026-08-24 05:10:58,TARGET,2.0
2220,USD/JPY,BUY,2026-08-21 05:11:07,STOP,9.0
2226,EUR/AUD,BUY,2026-08-26 01:00:11,STOP,1.0
2229,AUD/CAD,BUY,2026-08-26 01:00:11,TARGET,1.0
2230,CAD/JPY,SELL,2026-08-26 01:00:11,TARGET,5.0
2232,EUR/GBP,BUY,2026-08-26 01:00:12,TARGET,1.0
2239,NZD/CHF,SELL,2026-08-26 01:00:12,UNRESOLVED,
2252,EUR/JPY,BUY,2026-08-26 01:00:12,TARGET,1.0
2253,GBP/CAD,BUY,2026-08-26 01:00:12,TARGET,1.0
2259,CAD/JPY,SELL,2026-08-27 05:11:00,TARGET,5.0
2260,AUD/CHF,SELL,2026-08-24 05:10:58,UNRESOLVED,
2261,EUR/GBP,BUY,2026-08-27 05:11:00,TARGET,1.0
2263,USD/JPY,BUY,2026-08-27 05:11:00,TARGET,4.0
2266,GBP/CHF,SELL,2026-08-24 05:10:58,UNRESOLVED,
2277,EUR/NZD,BUY,2026-08-27 05:11:00,TARGET,4.0
2282,EUR/JPY,BUY,2026-08-27 05:11:00,TARGET,1.0
2284,GBP/CAD,BUY,2026-08-27 05:11:00,STOP,4.0
2285,AUD/NZD,SELL,2026-08-24 05:10:59,STOP,4.0
2292,EUR/JPY,BUY,2026-08-28 11:11:15,STOP,4.0
2294,CAD/JPY,SELL,2026-08-28 11:11:15,TARGET,3.0
2295,AUD/CHF,SELL,2026-08-28 11:11:15,STOP,3.0
2296,EUR/GBP,BUY,2026-08-28 11:11:15,TARGET,3.0
2297,GBP/JPY,BUY,2026-08-28 11:11:15,STOP,3.0
2300,NZD/CHF,SELL,2026-08-28 11:11:15,TARGET,3.0
2305,CHF/JPY,BUY,2026-08-28 11:11:15,STOP,3.0
2309,USD/JPY,SELL,2026-08-28 11:11:15,TARGET,3.0
2310,GBP/CAD,BUY,2026-08-28 11:11:15,STOP,3.0
2313,AUD/JPY,BUY,2026-08-28 11:11:15,TARGET,1.0
2316,NZD/JPY,BUY,2026-08-28 11:11:16,TARGET,1.0
2318,GBP/AUD,SELL,2026-08-25 05:10:58,TARGET,1.0
2323,GBP/JPY,SELL,2026-08-28 11:11:16,TARGET,3.0
2329,EUR/JPY,BUY,2026-08-30 18:10:46,TARGET,2.0
2331,CAD/JPY,SELL,2026-08-30 18:10:46,TARGET,3.0
2333,EUR/GBP,BUY,2026-08-30 18:10:46,TARGET,3.0
2337,GBP/CAD,BUY,2026-08-30 18:10:46,STOP,3.0
2338,GBP/CHF,SELL,2026-08-26 01:00:13,UNRESOLVED,
2344,EUR/CAD,BUY,2026-08-30 18:10:47,TARGET,3.0
2345,CHF/JPY,BUY,2026-08-30 18:10:47,TARGET,1.0
2348,GBP/JPY,BUY,2026-08-30 18:10:47,STOP,3.0
2352,AUD/NZD,SELL,2026-08-26 01:00:13,STOP,2.0
2356,EUR/GBP,SELL,2026-08-30 18:10:47,TARGET,1.0
2357,USD/JPY,BUY,2026-08-26 01:00:13,TARGET,2.0
2358,EUR/USD,SELL,2026-08-26 01:00:14,TARGET,2.0
2359,USD/CHF,BUY,2026-08-24 05:11:00,TARGET,2.0
2361,USD/CAD,BUY,2026-08-26 01:00:14,UNRESOLVED,
2362,CHF/JPY,SELL,2026-08-26 01:00:14,TARGET,5.0
2366,NZD/CAD,BUY,2026-08-26 01:00:14,TARGET,1.0
2367,GBP/USD,SELL,2026-08-30 18:10:47,UNRESOLVED,
2370,NZD/USD,SELL,2026-08-27 05:11:01,UNRESOLVED,
2372,EUR/CHF,BUY,2026-08-25 05:10:59,TARGET,1.0
2374,CAD/CHF,BUY,2026-08-25 05:10:59,TARGET,5.0
2375,EUR/JPY,SELL,2026-08-30 18:10:47,TARGET,3.0
2377,CAD/JPY,BUY,2026-08-30 18:10:47,STOP,3.0
2379,EUR/GBP,SELL,2026-08-30 18:10:47,STOP,4.0
2380,USD/JPY,BUY,2026-08-27 05:11:02,TARGET,1.0
2381,EUR/USD,SELL,2026-08-30 18:10:48,TARGET,1.0
2383,GBP/CHF,BUY,2026-08-25 05:10:59,TARGET,1.0
2386,USD/CHF,BUY,2026-08-25 05:11:00,TARGET,3.0
2388,AUD/NZD,BUY,2026-08-27 05:11:02,TARGET,1.0
2389,EUR/CAD,BUY,2026-08-30 18:10:48,STOP,3.0
2390,CHF/JPY,SELL,2026-08-27 05:11:02,TARGET,4.0
2393,GBP/NZD,BUY,2026-08-27 05:11:02,TARGET,4.0
2398,CAD/JPY,SELL,2026-08-27 05:11:02,TARGET,4.0
2399,GBP/JPY,BUY,2026-08-30 18:10:48,STOP,3.0
2400,GBP/CAD,BUY,2026-08-30 18:10:48,STOP,3.0
2401,NZD/CHF,BUY,2026-08-27 05:11:02,TARGET,1.0
2403,EUR/GBP,BUY,2026-08-30 18:10:48,TARGET,4.0
2404,GBP/JPY,SELL,2026-08-30 18:10:48,TARGET,3.0
2405,USD/CAD,BUY,2026-08-27 05:11:03,TARGET,4.0
2406,GBP/NZD,SELL,2026-08-27 05:11:03,TARGET,1.0
2408,GBP/USD,SELL,2026-08-30 18:10:48,UNRESOLVED,
2409,AUD/USD,BUY,2026-08-27 05:11:03,TARGET,1.0
2410,NZD/CAD,BUY,2026-08-28 11:11:16,STOP,3.0
2411,NZD/USD,SELL,2026-08-28 11:11:16,TARGET,1.0
2413,EUR/CHF,BUY,2026-08-26 01:00:15,TARGET,1.0
2415,CAD/CHF,BUY,2026-08-28 11:11:16,TARGET,3.0
2416,EUR/JPY,SELL,2026-08-31 05:11:00,TARGET,2.0
2418,CAD/JPY,SELL,2026-08-28 11:11:16,TARGET,3.0
2420,EUR/GBP,BUY,2026-08-31 05:11:00,TARGET,3.0
2421,GBP/JPY,SELL,2026-08-31 05:11:00,TARGET,2.0
2422,USD/JPY,BUY,2026-08-28 11:11:17,TARGET,2.0
2423,EUR/USD,SELL,2026-08-28 11:11:17,TARGET,1.0
2424,GBP/CHF,BUY,2026-08-26 01:00:15,TARGET,4.0
2425,NZD/JPY,SELL,2026-08-28 11:11:17,TARGET,3.0
2426,NZD/CHF,SELL,2026-08-28 11:11:17,TARGET,3.0
2427,USD/CHF,BUY,2026-08-26 01:00:16,TARGET,1.0
2428,USD/CAD,BUY,2026-08-28 11:11:17,TARGET,1.0
2429,AUD/NZD,BUY,2026-08-28 11:11:17,TARGET,1.0
2430,EUR/CAD,BUY,2026-08-31 05:11:00,STOP,3.0
2431,CHF/JPY,SELL,2026-08-28 11:11:17,TARGET,1.0
2436,GBP/NZD,BUY,2026-08-28 11:11:17,TARGET,3.0
2437,EUR/CHF,BUY,2026-08-28 11:11:18,TARGET,1.0
2439,CAD/CHF,SELL,2026-08-28 11:11:18,STOP,3.0
2442,EUR/JPY,SELL,2026-09-02 05:10:51,TARGET,1.0
2444,CAD/JPY,SELL,2026-08-30 18:10:49,TARGET,3.0
2445,USD/CHF,BUY,2026-08-28 11:11:18,TARGET,1.0
2446,NZD/CHF,SELL,2026-08-30 18:10:49,TARGET,3.0
2447,GBP/JPY,SELL,2026-09-02 05:10:51,TARGET,1.0
2448,USD/JPY,BUY,2026-08-30 18:10:49,TARGET,2.0
2449,NZD/JPY,SELL,2026-08-30 18:10:49,TARGET,3.0
2450,EUR/GBP,BUY,2026-08-30 18:10:49,TARGET,3.0
2451,EUR/USD,SELL,2026-08-30 18:10:49,TARGET,1.0
2454,CHF/JPY,SELL,2026-08-30 18:10:50,TARGET,3.0
2456,AUD/USD,SELL,2026-09-02 05:10:51,UNRESOLVED,
2459,GBP/NZD,BUY,2026-08-30 18:10:50,TARGET,2.0
2460,EUR/NZD,BUY,2026-08-30 18:10:50,TARGET,3.0
2462,GBP/USD,SELL,2026-09-02 05:10:51,TARGET,1.0
2463,EUR/CHF,SELL,2026-08-30 18:10:50,STOP,2.0
2464,CAD/CHF,BUY,2026-08-30 18:10:50,TARGET,2.0
2466,GBP/CHF,BUY,2026-08-28 11:11:18,TARGET,2.0
2468,EUR/NZD,BUY,2026-08-31 05:11:01,TARGET,2.0
2469,EUR/CHF,BUY,2026-08-30 18:10:50,TARGET,1.0
2471,CAD/CHF,BUY,2026-08-31 05:11:01,TARGET,1.0
2474,EUR/JPY,SELL,2026-08-31 05:11:01,TARGET,2.0
2476,CAD/JPY,SELL,2026-08-31 05:11:01,TARGET,2.0
2477,GBP/CHF,BUY,2026-08-30 18:10:51,TARGET,2.0
2478,NZD/CHF,SELL,2026-08-30 18:10:51,TARGET,3.0
2479,USD/CHF,BUY,2026-08-30 18:10:51,TARGET,1.0
2480,GBP/JPY,SELL,2026-08-31 05:11:01,TARGET,2.0
2481,USD/JPY,BUY,2026-08-31 05:11:01,TARGET,1.0
2482,NZD/JPY,SELL,2026-08-31 05:11:01,TARGET,2.0
2483,EUR/GBP,BUY,2026-09-03 05:09:45,TARGET,1.0
2484,EUR/USD,SELL,2026-08-31 05:11:01,TARGET,1.0
2485,USD/CAD,BUY,2026-08-30 18:10:51,UNRESOLVED,
2486,CHF/JPY,SELL,2026-08-31 05:11:01,TARGET,2.0
2488,AUD/USD,SELL,2026-09-03 05:09:45,UNRESOLVED,
2489,EUR/CAD,BUY,2026-08-31 05:11:02,STOP,2.0
