pair,direction,publication_date,fired_side,fired_type,currency,fwd_5d,fwd_10d,fwd_20d
GBP/CAD,SELL,2022-09-30,quote,REVERSING,CAD,0.006559967994689941,0.028120040893554688,0.04146993160247803
GBP/CAD,SELL,2022-10-07,quote,REVERSING,CAD,0.021560072898864746,0.011680006980895996,0.0013600587844848633
GBP/CAD,SELL,2022-10-14,quote,REVERSING,CAD,-0.00988006591796875,0.01334989070892334,0.0037099123001098633
GBP/CAD,SELL,2023-04-21,base,REVERSING,GBP,0.022790074348449707,0.025040030479431152,-0.0013899803161621094
GBP/CAD,SELL,2023-04-28,base,REVERSING,GBP,0.0022499561309814453,-0.011530041694641113,-0.019080042839050293
GBP/CAD,SELL,2023-05-05,base,REVERSING,GBP,-0.013779997825622559,-0.02643001079559326,-0.017670035362243652
GBP/CAD,BUY,2023-07-06,quote,REVERSING,CAD,0.025349974632263184,0.014999985694885254,0.009429931640625
GBP/CAD,BUY,2023-07-14,quote,REVERSING,CAD,-0.025550007820129395,-0.0290299654006958,-0.018059968948364258
GBP/CAD,BUY,2023-07-21,quote,REVERSING,CAD,-0.0034799575805664062,0.0017900466918945312,0.030969977378845215
GBP/CAD,SELL,2023-08-11,base,UNWINDING,GBP,0.023479938507080078,0.007629990577697754,0.003659963607788086
GBP/CAD,SELL,2023-08-18,base,UNWINDING,GBP,-0.015849947929382324,-0.014770030975341797,-0.05080997943878174
GBP/CAD,SELL,2023-08-25,quote,REVERSING,CAD,0.0010799169540405273,-0.003970026969909668,-0.05443000793457031
GBP/CAD,BUY,2023-10-06,base,REVERSING,GBP,-0.0035500526428222656,-0.0058699846267700195,0.005089998245239258
GBP/CAD,BUY,2023-10-13,base,REVERSING,GBP,-0.002319931983947754,0.009670019149780273,0.019950032234191895
GBP/CAD,BUY,2023-10-20,base,REVERSING,GBP,0.011989951133728027,0.010959982872009277,0.04249989986419678
GBP/CAD,SELL,2023-12-08,base,REVERSING,GBP,0.00023996829986572266,-0.026980042457580566,-0.017950057983398438
GBP/CAD,SELL,2023-12-15,base,REVERSING,GBP,-0.02722001075744629,-0.027859926223754883,-0.0026799440383911133
GBP/CAD,SELL,2023-12-22,base,REVERSING,GBP,-0.0006399154663085938,0.009029984474182129,0.02917003631591797
GBP/CAD,BUY,2024-03-29,base,UNWINDING,GBP,0.0032700300216674805,0.009619951248168945,-0.00031006336212158203
GBP/CAD,BUY,2024-04-05,base,UNWINDING,GBP,0.006349921226501465,0.0003699064254760742,0.0016499757766723633
GBP/CAD,BUY,2024-04-26,base,REVERSING,GBP,0.005230069160461426,0.004710078239440918,0.03474009037017822
GBP/CAD,BUY,2024-05-03,base,REVERSING,GBP,-0.0005199909210205078,0.01155996322631836,0.028169989585876465
GBP/CAD,BUY,2024-05-10,base,REVERSING,GBP,0.012079954147338867,0.030030012130737305,0.03527998924255371
GBP/CAD,SELL,2024-05-24,base,REVERSING,GBP,-0.001340031623840332,0.005249977111816406,-0.01073002815246582
GBP/CAD,SELL,2024-05-31,base,REVERSING,GBP,0.006590008735656738,0.011190056800842285,-0.009559988975524902
GBP/CAD,SELL,2024-06-07,base,REVERSING,GBP,0.004600048065185547,-0.015980005264282227,-0.011819958686828613
GBP/CAD,BUY,2024-07-12,quote,UNWINDING,CAD,0.013839960098266602,0.015540003776550293,-0.009750008583068848
GBP/CAD,BUY,2024-08-09,base,UNWINDING,GBP,0.015200018882751465,0.030719995498657227,0.028030037879943848
GBP/CAD,BUY,2024-08-16,base,UNWINDING,GBP,0.015519976615905762,0.00980997085571289,0.01675999164581299
GBP/CAD,BUY,2024-08-30,quote,UNWINDING,CAD,0.003020048141479492,0.006950020790100098,0.03145003318786621
GBP/CAD,BUY,2024-09-06,quote,UNWINDING,CAD,0.0039299726486206055,0.022519946098327637,-0.00028002262115478516
GBP/CAD,BUY,2025-01-24,base,REVERSING,GBP,0.02436995506286621,0.002762913703918457,0.019859910011291504
GBP/CAD,BUY,2025-01-31,base,REVERSING,GBP,-0.021607041358947754,-0.017439961433410645,0.01921999454498291
GBP/CAD,BUY,2025-02-07,base,REVERSING,GBP,0.004167079925537109,0.017096996307373047,0.0625770092010498
GBP/CAD,SELL,2025-02-28,base,REVERSING,GBP,0.02174997329711914,0.04947996139526367,0.033370018005371094
GBP/CAD,SELL,2025-03-07,base,REVERSING,GBP,0.02772998809814453,0.015890002250671387,0.0017600059509277344
GBP/CAD,SELL,2025-03-14,base,REVERSING,GBP,-0.011839985847473145,-0.016109943389892578,-0.05697989463806152
GBP/CAD,BUY,2025-08-01,base,REVERSING,GBP,0.016810059547424316,0.03857004642486572,0.027320027351379395
GBP/CAD,BUY,2025-08-08,base,REVERSING,GBP,0.021759986877441406,0.018019914627075195,0.01007997989654541
GBP/CAD,BUY,2025-08-15,base,REVERSING,GBP,-0.003740072250366211,-0.011250019073486328,0.009169936180114746
GBP/CAD,SELL,2025-09-26,base,UNWINDING,GBP,0.018110036849975586,0.005959987640380859,0.0048999786376953125
GBP/CAD,SELL,2025-12-19,base,UNWINDING,GBP,0.0006899833679199219,0.019899964332580566,0.017679929733276367
GBP/CAD,SELL,2025-12-26,base,UNWINDING,GBP,0.0007100105285644531,0.017019987106323242,0.02517998218536377
GBP/CAD,SELL,2026-01-02,base,UNWINDING,GBP,0.015130043029785156,0.010779976844787598,0.01488196849822998
GBP/CAD,BUY,2026-02-06,base,UNWINDING,GBP,-0.0003600120544433594,-0.011709928512573242,-0.028020024299621582
GBP/CAD,BUY,2026-02-13,quote,REVERSING,CAD,-0.011349916458129883,-0.008559942245483398,-0.03328990936279297
GBP/CAD,BUY,2026-02-20,quote,REVERSING,CAD,0.0027899742126464844,-0.01631009578704834,0.0019299983978271484
GBP/CAD,SELL,2026-03-27,base,UNWINDING,GBP,-0.005919933319091797,0.009299993515014648,-0.002369999885559082
GBP/CAD,SELL,2026-04-03,base,UNWINDING,GBP,0.015219926834106445,0.011919975280761719,0.005990028381347656
GBP/CAD,SELL,2026-04-10,base,UNWINDING,GBP,-0.0032999515533447266,-0.01166999340057373,-0.0044699907302856445
GBP/CAD,SELL,2026-07-17,base,UNWINDING,GBP,-0.016469955444335938,-0.005579948425292969,-0.01269996166229248
GBP/CAD,SELL,2026-07-24,base,UNWINDING,GBP,0.010890007019042969,0.010470032691955566,0.005079984664916992
GBP/CAD,BUY,2026-08-28,base,UNWINDING,GBP,-0.0176699161529541,,
GBP/CAD,BUY,2026-09-04,base,UNWINDING,GBP,,,
GBP/AUD,SELL,2005-04-01,quote,UNWINDING,AUD,0.0006000995635986328,0.01750016212463379,0.0012001991271972656
GBP/AUD,SELL,2005-04-08,quote,UNWINDING,AUD,0.016900062561035156,0.0076999664306640625,-0.003799915313720703
GBP/AUD,SELL,2005-04-15,quote,UNWINDING,AUD,-0.009200096130371094,-0.016299962997436523,-0.03260016441345215
GBP/AUD,SELL,2006-03-10,quote,REVERSING,AUD,0.04940009117126465,0.0943000316619873,0.04350018501281738
GBP/AUD,SELL,2006-03-24,quote,REVERSING,AUD,-0.028300046920776367,-0.05079984664916992,-0.05659985542297363
GBP/AUD,SELL,2006-04-07,quote,REVERSING,AUD,0.0017998218536376953,-0.005800008773803711,0.00599980354309082
GBP/AUD,BUY,2006-04-14,quote,REVERSING,AUD,-0.007599830627441406,0.0005002021789550781,0.04870009422302246
GBP/AUD,BUY,2006-04-21,quote,REVERSING,AUD,0.008100032806396484,0.011799812316894531,0.08539986610412598
GBP/AUD,BUY,2006-04-28,quote,REVERSING,AUD,0.003699779510498047,0.04819989204406738,0.04989981651306152
GBP/AUD,SELL,2006-06-09,quote,UNWINDING,AUD,0.052899837493896484,0.03250002861022949,0.006199836730957031
GBP/AUD,SELL,2006-06-23,quote,REVERSING,AUD,-0.0006000995635986328,-0.02630019187927246,-0.018599987030029297
GBP/AUD,BUY,2006-07-14,quote,REVERSING,AUD,0.029600143432617188,-0.004199981689453125,0.028300046920776367
GBP/AUD,SELL,2006-09-29,quote,UNWINDING,AUD,0.0051000118255615234,-0.03839993476867676,-0.04049992561340332
GBP/AUD,SELL,2007-01-12,quote,UNWINDING,AUD,0.0028998851776123047,0.0383000373840332,0.04719996452331543
GBP/AUD,SELL,2008-06-13,quote,UNWINDING,AUD,0.006899833679199219,0.0031998157501220703,-0.0177001953125
GBP/AUD,SELL,2008-09-19,quote,REVERSING,AUD,0.03260016441345215,0.08500003814697266,0.31190013885498047
GBP/AUD,SELL,2008-09-26,quote,REVERSING,AUD,0.05239987373352051,0.44719982147216797,0.33969998359680176
GBP/AUD,SELL,2008-10-03,quote,REVERSING,AUD,0.39479994773864746,0.2269001007080078,0.12050008773803711
GBP/AUD,BUY,2009-01-09,quote,REVERSING,AUD,0.055299997329711914,-0.03279995918273926,0.044300079345703125
GBP/AUD,SELL,2009-01-30,quote,REVERSING,AUD,-0.09299993515014648,-0.10420012474060059,-0.05260014533996582
GBP/AUD,BUY,2009-03-27,quote,REVERSING,AUD,0.015500068664550781,-0.022900104522705078,-0.026900053024291992
GBP/AUD,BUY,2009-04-03,quote,REVERSING,AUD,-0.03840017318725586,-0.03750014305114746,-0.0410001277923584
GBP/AUD,BUY,2009-04-10,quote,REVERSING,AUD,0.0009000301361083984,-0.003999948501586914,-0.0531998872756958
GBP/AUD,SELL,2009-12-25,quote,UNWINDING,AUD,-0.008100032806396484,-0.07099997997283936,-0.019999980926513672
GBP/AUD,SELL,2010-02-05,quote,UNWINDING,AUD,-0.03399991989135742,-0.08139991760253906,-0.13099992275238037
GBP/AUD,SELL,2010-02-12,quote,UNWINDING,AUD,-0.04739999771118164,-0.0652000904083252,-0.10610008239746094
GBP/AUD,SELL,2010-05-07,quote,UNWINDING,AUD,-0.030900001525878906,0.06529998779296875,0.08239996433258057
GBP/AUD,SELL,2010-05-14,quote,UNWINDING,AUD,0.09619998931884766,0.06540000438690186,0.07109999656677246
GBP/AUD,SELL,2011-03-25,quote,UNWINDING,AUD,-0.02799999713897705,-0.01940000057220459,-0.04419994354248047
GBP/AUD,SELL,2011-05-06,quote,UNWINDING,AUD,-0.018199920654296875,-0.02390003204345703,-0.011799931526184082
GBP/AUD,SELL,2011-05-13,quote,UNWINDING,AUD,-0.005700111389160156,0.015799999237060547,0.013749957084655762
GBP/AUD,SELL,2011-05-20,quote,UNWINDING,AUD,0.021500110626220703,0.01210010051727295,0.009200096130371094
GBP/AUD,SELL,2011-08-19,quote,UNWINDING,AUD,-0.030699968338012695,-0.08060002326965332,-0.0606999397277832
GBP/AUD,SELL,2012-03-23,quote,UNWINDING,AUD,0.016499996185302734,0.016199946403503418,0.030900001525878906
GBP/AUD,SELL,2012-05-25,quote,REVERSING,AUD,-0.0196000337600708,-0.03680002689361572,-0.05070006847381592
GBP/AUD,SELL,2012-06-01,quote,REVERSING,AUD,-0.017199993133544922,-0.031100034713745117,-0.037289977073669434
GBP/AUD,SELL,2012-06-08,quote,REVERSING,AUD,-0.013900041580200195,-0.013900041580200195,-0.05650007724761963
GBP/AUD,BUY,2012-06-22,quote,UNWINDING,AUD,-0.006189942359924316,-0.042600035667419434,-0.044700026512145996
GBP/AUD,BUY,2012-06-29,quote,UNWINDING,AUD,-0.03641009330749512,-0.024309992790222168,-0.03801000118255615
GBP/AUD,BUY,2012-07-06,quote,REVERSING,AUD,0.01210010051727295,-0.0020999908447265625,-0.026599884033203125
GBP/AUD,BUY,2012-07-13,quote,REVERSING,AUD,-0.014200091361999512,-0.013700008392333984,-0.0439000129699707
GBP/AUD,BUY,2012-07-20,quote,REVERSING,AUD,0.0005000829696655273,-0.024499893188476562,-0.012799978256225586
GBP/AUD,SELL,2012-10-12,quote,UNWINDING,AUD,-0.017019987106323242,-0.0073699951171875,-0.028439998626708984
GBP/AUD,SELL,2012-10-19,quote,UNWINDING,AUD,0.009649991989135742,0.001600027084350586,-0.013499975204467773
GBP/AUD,SELL,2013-02-15,quote,UNWINDING,AUD,-0.013840079307556152,-0.01210010051727295,-0.04278004169464111
GBP/AUD,SELL,2013-02-22,quote,UNWINDING,AUD,0.0017399787902832031,-0.019359946250915527,-0.028439998626708984
GBP/AUD,SELL,2013-03-01,quote,UNWINDING,AUD,-0.02109992504119873,-0.030679941177368164,-0.02557992935180664
GBP/AUD,SELL,2013-04-19,quote,UNWINDING,AUD,0.015200018882751465,0.03060007095336914,0.07064998149871826
GBP/AUD,SELL,2013-04-26,quote,UNWINDING,AUD,0.015400052070617676,0.033300042152404785,0.05900001525878906
GBP/AUD,SELL,2013-05-17,quote,REVERSING,AUD,0.0035500526428222656,0.02032005786895752,0.07494997978210449
GBP/AUD,SELL,2013-05-24,quote,REVERSING,AUD,0.016770005226135254,0.07330000400543213,0.1274099349975586
GBP/AUD,SELL,2013-05-31,quote,REVERSING,AUD,0.056529998779296875,0.05462992191314697,0.0685499906539917
GBP/AUD,BUY,2013-09-20,quote,UNWINDING,AUD,0.0156400203704834,0.02090001106262207,-0.01845991611480713
GBP/AUD,BUY,2013-09-27,quote,UNWINDING,AUD,0.005259990692138672,-0.023800015449523926,-0.029739975929260254
GBP/AUD,BUY,2014-04-11,quote,REVERSING,AUD,0.013190031051635742,0.02749001979827881,0.022140026092529297
GBP/AUD,BUY,2014-04-18,quote,REVERSING,AUD,0.014299988746643066,0.022809982299804688,-0.00410008430480957
GBP/AUD,BUY,2014-04-25,quote,REVERSING,AUD,0.008509993553161621,-0.005349993705749512,0.01510000228881836
GBP/AUD,SELL,2014-09-26,quote,UNWINDING,AUD,-0.0176999568939209,-0.015199899673461914,-0.02445995807647705
GBP/AUD,SELL,2014-10-03,quote,REVERSING,AUD,0.0025000572204589844,-0.0023000240325927734,-0.024029970169067383
GBP/AUD,SELL,2014-10-10,quote,REVERSING,AUD,-0.004800081253051758,-0.009260058403015137,0.010599970817565918
GBP/AUD,SELL,2014-10-17,quote,REVERSING,AUD,-0.004459977149963379,-0.02172994613647461,-0.03148996829986572
GBP/AUD,BUY,2015-03-20,quote,UNWINDING,AUD,-0.03068995475769043,0.02894008159637451,-0.011279940605163574
GBP/AUD,BUY,2015-03-27,quote,UNWINDING,AUD,0.05963003635406494,0.013939976692199707,0.038609981536865234
GBP/AUD,BUY,2015-04-03,quote,UNWINDING,AUD,-0.045690059661865234,-0.040220022201538086,-0.012629985809326172
GBP/AUD,BUY,2015-05-08,quote,REVERSING,AUD,0.0008299350738525391,0.03312993049621582,0.0486299991607666
GBP/AUD,BUY,2015-05-15,quote,REVERSING,AUD,0.03229999542236328,0.05060994625091553,0.05129992961883545
GBP/AUD,BUY,2015-05-22,quote,REVERSING,AUD,0.018309950828552246,0.015500068664550781,0.055300116539001465
GBP/AUD,SELL,2015-06-05,quote,REVERSING,AUD,0.0034998655319213867,0.039800047874450684,0.04549992084503174
GBP/AUD,SELL,2015-06-12,quote,REVERSING,AUD,0.0363001823425293,0.03425002098083496,0.05900001525878906
GBP/AUD,SELL,2015-06-19,quote,REVERSING,AUD,-0.002050161361694336,0.005699872970581055,0.06810998916625977
GBP/AUD,BUY,2015-12-11,quote,UNWINDING,AUD,0.009799957275390625,-0.03399991989135742,-0.0005300045013427734
GBP/AUD,BUY,2016-02-19,quote,REVERSING,AUD,-0.07499003410339355,-0.07826995849609375,-0.11198997497558594
GBP/AUD,BUY,2016-02-26,quote,REVERSING,AUD,-0.0032799243927001953,-0.014410018920898438,-0.05229997634887695
GBP/AUD,BUY,2016-03-04,quote,REVERSING,AUD,-0.011130094528198242,-0.03372001647949219,-0.05332005023956299
GBP/AUD,SELL,2016-05-20,quote,UNWINDING,AUD,0.010689973831176758,-0.02641010284423828,-0.08407008647918701
GBP/AUD,SELL,2016-05-27,quote,UNWINDING,AUD,-0.03710007667541504,-0.07946014404296875,-0.09820008277893066
GBP/AUD,SELL,2016-06-03,quote,REVERSING,AUD,-0.04236006736755371,-0.05765998363494873,-0.2041100263595581
GBP/AUD,SELL,2016-06-10,quote,REVERSING,AUD,-0.01529991626739502,-0.018739938735961914,-0.2270299196243286
GBP/AUD,SELL,2016-06-17,quote,REVERSING,AUD,-0.0034400224685668945,-0.14645004272460938,-0.18112003803253174
GBP/AUD,BUY,2016-07-08,quote,REVERSING,AUD,0.030609965324401855,0.04030001163482666,-0.004870057106018066
GBP/AUD,BUY,2016-07-15,quote,REVERSING,AUD,0.009690046310424805,-0.0024499893188476562,-0.07096004486083984
GBP/AUD,BUY,2016-07-22,quote,REVERSING,AUD,-0.012140035629272461,-0.04517006874084473,-0.049520015716552734
GBP/AUD,SELL,2016-09-23,quote,UNWINDING,AUD,-0.011299967765808105,-0.07539999485015869,-0.10509002208709717
GBP/AUD,SELL,2016-12-30,quote,REVERSING,AUD,-0.005180001258850098,-0.07352006435394287,-0.025910019874572754
GBP/AUD,SELL,2017-01-06,quote,REVERSING,AUD,-0.06834006309509277,-0.062290072441101074,-0.05733001232147217
GBP/AUD,SELL,2017-01-13,quote,REVERSING,AUD,0.006049990653991699,0.04761004447937012,0.014400005340576172
GBP/AUD,BUY,2017-01-20,quote,REVERSING,AUD,0.04156005382537842,0.004960060119628906,-0.008209943771362305
GBP/AUD,BUY,2017-01-27,quote,REVERSING,AUD,-0.03659999370574951,-0.033210039138793945,-0.0442500114440918
GBP/AUD,BUY,2017-02-03,quote,REVERSING,AUD,0.0033899545669555664,-0.013170003890991211,-0.014420032501220703
GBP/AUD,SELL,2017-05-12,quote,UNWINDING,AUD,-0.0007799863815307617,-0.012520074844360352,-0.0569000244140625
GBP/AUD,SELL,2017-06-09,quote,REVERSING,AUD,-0.008229970932006836,-0.008800029754638672,0.021219968795776367
GBP/AUD,SELL,2017-06-16,quote,REVERSING,AUD,-0.0005700588226318359,0.01128995418548584,-0.00634002685546875
GBP/AUD,BUY,2017-06-30,quote,REVERSING,AUD,0.018159985542297363,-0.01762998104095459,-0.04692995548248291
GBP/AUD,BUY,2017-07-06,quote,REVERSING,AUD,-0.029250025749206543,-0.07026004791259766,-0.04990994930267334
GBP/AUD,SELL,2017-11-03,quote,UNWINDING,AUD,0.018829941749572754,0.05592000484466553,0.08580994606018066
GBP/AUD,SELL,2017-12-22,quote,REVERSING,AUD,-0.011770009994506836,-0.01305997371673584,-0.0011500120162963867
GBP/AUD,SELL,2017-12-29,quote,REVERSING,AUD,-0.001289963722229004,-0.007220029830932617,0.03784000873565674
GBP/AUD,SELL,2018-01-05,quote,REVERSING,AUD,-0.005930066108703613,0.011909961700439453,0.05147993564605713
GBP/AUD,BUY,2018-01-12,quote,REVERSING,AUD,0.017840027809143066,0.045060038566589355,0.07217001914978027
GBP/AUD,BUY,2018-01-19,quote,REVERSING,AUD,0.02722001075744629,0.039569973945617676,0.0403900146484375
GBP/AUD,BUY,2018-01-26,quote,REVERSING,AUD,0.012349963188171387,0.027109980583190918,0.01744997501373291
GBP/AUD,SELL,2018-03-16,quote,REVERSING,AUD,0.04542994499206543,0.03595995903015137,0.04613995552062988
GBP/AUD,SELL,2018-04-13,quote,REVERSING,AUD,-0.011479973793029785,0.006800055503845215,-0.038630008697509766
GBP/AUD,SELL,2018-04-20,quote,REVERSING,AUD,0.018280029296875,-0.020850062370300293,-0.023710012435913086
GBP/AUD,BUY,2019-07-19,quote,UNWINDING,AUD,0.016749978065490723,0.007419943809509277,0.010579943656921387
GBP/AUD,BUY,2020-07-17,quote,REVERSING,AUD,-0.0070999860763549805,0.021180033683776855,0.028509974479675293
GBP/AUD,SELL,2020-08-07,quote,REVERSING,AUD,0.011479973793029785,0.017769932746887207,0.01166999340057373
GBP/AUD,BUY,2020-09-18,quote,REVERSING,AUD,0.033390045166015625,0.02006995677947998,0.04587996006011963
GBP/AUD,BUY,2020-09-25,quote,REVERSING,AUD,-0.013320088386535645,-0.004109978675842285,0.02745997905731201
GBP/AUD,BUY,2020-10-02,quote,REVERSING,AUD,0.00921010971069336,0.02581000328063965,0.04309999942779541
GBP/AUD,SELL,2020-11-06,quote,REVERSING,AUD,0.003659963607788086,0.013880014419555664,0.00010001659393310547
GBP/AUD,SELL,2020-11-13,quote,REVERSING,AUD,0.010220050811767578,0.0027500391006469727,-0.044679999351501465
GBP/AUD,SELL,2020-11-20,quote,REVERSING,AUD,-0.0074700117111206055,-0.013779997825622559,-0.040740013122558594
GBP/AUD,BUY,2021-01-15,quote,REVERSING,AUD,0.009270071983337402,0.02977001667022705,0.022140026092529297
GBP/AUD,BUY,2021-01-22,quote,REVERSING,AUD,0.02049994468688965,0.030159950256347656,0.029379963874816895
GBP/AUD,BUY,2021-01-29,quote,REVERSING,AUD,0.009660005569458008,-0.007629990577697754,-0.009499907493591309
GBP/AUD,SELL,2021-02-05,quote,REVERSING,AUD,-0.01728999614715576,-0.0007799863815307617,0.001340031623840332
GBP/AUD,SELL,2021-02-12,quote,REVERSING,AUD,0.016510009765625,-0.0018699169158935547,0.014620065689086914
GBP/AUD,SELL,2021-02-19,quote,REVERSING,AUD,-0.018379926681518555,0.0021200180053710938,-0.0024900436401367188
GBP/AUD,BUY,2021-03-05,quote,REVERSING,AUD,-0.00400996208190918,-0.0046100616455078125,0.01549994945526123
GBP/AUD,BUY,2021-03-12,quote,REVERSING,AUD,-0.0006000995635986328,0.014019966125488281,-0.00270998477935791
GBP/AUD,BUY,2021-03-19,quote,REVERSING,AUD,0.014620065689086914,0.020110011100769043,-0.01760995388031006
GBP/AUD,SELL,2021-04-23,quote,REVERSING,AUD,-0.0022600889205932617,-0.011550068855285645,0.029670000076293945
GBP/AUD,SELL,2021-04-30,quote,REVERSING,AUD,-0.009289979934692383,0.02483999729156494,0.04068005084991455
GBP/AUD,BUY,2021-05-14,quote,REVERSING,AUD,0.007090091705322266,0.01584005355834961,0.010179996490478516
GBP/AUD,BUY,2021-05-21,quote,REVERSING,AUD,0.008749961853027344,0.014664888381958008,0.018719911575317383
GBP/AUD,SELL,2021-05-28,quote,REVERSING,AUD,0.005914926528930664,-0.005660057067871094,0.0010800361633300781
GBP/AUD,SELL,2021-06-04,quote,REVERSING,AUD,-0.011574983596801758,0.004055023193359375,0.0027350187301635742
GBP/AUD,SELL,2021-06-11,quote,REVERSING,AUD,0.015630006790161133,0.006740093231201172,0.02643001079559326
GBP/AUD,BUY,2022-03-18,quote,UNWINDING,AUD,-0.026039958000183105,-0.028059959411621094,-0.019279956817626953
GBP/AUD,BUY,2022-03-25,quote,UNWINDING,AUD,-0.0020200014114379883,-0.00905001163482666,0.012989997863769531
GBP/AUD,BUY,2022-04-01,quote,UNWINDING,AUD,-0.007030010223388672,0.00878000259399414,-0.001399993896484375
GBP/AUD,SELL,2023-04-21,base,REVERSING,GBP,0.039659976959228516,0.03395998477935791,0.02781999111175537
GBP/AUD,SELL,2023-04-28,base,REVERSING,GBP,-0.0056999921798706055,-0.017680048942565918,0.010969996452331543
GBP/AUD,SELL,2023-05-05,base,REVERSING,GBP,-0.011980056762695312,-0.006139993667602539,0.02511000633239746
GBP/AUD,BUY,2023-06-30,quote,UNWINDING,AUD,0.016720056533813477,0.00016999244689941406,0.0006400346755981445
GBP/AUD,BUY,2023-07-06,quote,UNWINDING,AUD,0.003960013389587402,0.0015900135040283203,0.03517007827758789
GBP/AUD,BUY,2023-10-06,base,REVERSING,GBP,0.01481008529663086,0.005370020866394043,-0.01708996295928955
GBP/AUD,BUY,2023-10-13,base,REVERSING,GBP,-0.009440064430236816,-0.012450098991394043,-0.008330106735229492
GBP/AUD,BUY,2023-10-20,base,REVERSING,GBP,-0.0030100345611572266,-0.022459983825683594,-0.00012004375457763672
GBP/AUD,SELL,2023-12-08,base,REVERSING,GBP,-0.00391995906829834,-0.04285001754760742,-0.0178300142288208
GBP/AUD,SELL,2023-12-15,base,REVERSING,GBP,-0.03893005847930908,-0.04018998146057129,0.002259969711303711
GBP/AUD,SELL,2023-12-22,base,REVERSING,GBP,-0.001259922981262207,0.02502000331878662,0.0651700496673584
GBP/AUD,BUY,2024-03-29,base,UNWINDING,GBP,-0.018130064010620117,-0.0174100399017334,-0.01940000057220459
GBP/AUD,BUY,2024-04-05,base,UNWINDING,GBP,0.0007200241088867188,0.016939997673034668,-0.010569930076599121
GBP/AUD,BUY,2024-04-12,base,UNWINDING,GBP,0.01621997356414795,-0.0019899606704711914,-0.026960015296936035
GBP/AUD,BUY,2024-04-26,base,REVERSING,GBP,-0.009299993515014648,-0.024970054626464844,0.005360007286071777
GBP/AUD,BUY,2024-05-03,base,REVERSING,GBP,-0.015670061111450195,-0.01192009449005127,0.0116499662399292
GBP/AUD,BUY,2024-05-10,base,REVERSING,GBP,0.0037499666213989258,0.03033006191253662,0.025460004806518555
GBP/AUD,SELL,2024-05-24,base,REVERSING,GBP,-0.0030100345611572266,-0.004870057106018066,-0.022140026092529297
GBP/AUD,SELL,2024-05-31,base,REVERSING,GBP,-0.0018600225448608398,0.0032099485397338867,-0.018519997596740723
GBP/AUD,SELL,2024-06-07,base,REVERSING,GBP,0.0050699710845947266,-0.01726996898651123,-0.021309971809387207
GBP/AUD,BUY,2024-07-12,quote,REVERSING,AUD,0.022140026092529297,0.05638003349304199,0.02455008029937744
GBP/AUD,BUY,2024-07-19,quote,REVERSING,AUD,0.034240007400512695,0.028480052947998047,0.013360023498535156
GBP/AUD,SELL,2024-08-02,quote,REVERSING,AUD,-0.026069998741149902,-0.01512002944946289,-0.022620081901550293
GBP/AUD,BUY,2024-08-09,base,UNWINDING,GBP,0.010949969291687012,0.018629908561706543,0.021160006523132324
GBP/AUD,SELL,2024-08-09,base,UNWINDING,GBP,0.010949969291687012,0.018629908561706543,0.021160006523132324
GBP/AUD,BUY,2024-08-16,base,UNWINDING,GBP,0.007679939270019531,-0.007500052452087402,0.00727999210357666
GBP/AUD,BUY,2024-10-04,quote,REVERSING,AUD,0.021070003509521484,0.026079893112182617,0.04446995258331299
GBP/AUD,BUY,2024-10-11,quote,REVERSING,AUD,0.005009889602661133,0.017599940299987793,0.006559967994689941
GBP/AUD,BUY,2024-10-18,quote,REVERSING,AUD,0.01259005069732666,0.01839005947113037,0.019620060920715332
GBP/AUD,SELL,2024-12-20,quote,REVERSING,AUD,0.007910013198852539,-0.00756990909576416,-0.04082989692687988
GBP/AUD,SELL,2024-12-27,quote,REVERSING,AUD,-0.0154799222946167,-0.03039991855621338,-0.03351998329162598
GBP/AUD,SELL,2025-01-03,quote,REVERSING,AUD,-0.00941002368927002,-0.026260018348693848,0.0024099349975585938
GBP/AUD,BUY,2025-01-24,base,REVERSING,GBP,0.03287994861602783,0.013700008392333984,0.012730002403259277
GBP/AUD,BUY,2025-01-31,base,REVERSING,GBP,-0.019179940223693848,-0.009999990463256836,0.0226900577545166
GBP/AUD,BUY,2025-02-07,base,REVERSING,GBP,0.009179949760437012,-0.000970005989074707,0.055139899253845215
GBP/AUD,SELL,2025-02-28,base,REVERSING,GBP,0.013269901275634766,0.039259910583496094,0.03377985954284668
GBP/AUD,SELL,2025-03-07,base,REVERSING,GBP,0.025990009307861328,0.022259950637817383,0.03500008583068848
GBP/AUD,SELL,2025-03-14,base,REVERSING,GBP,-0.0037300586700439453,-0.005480051040649414,0.02657008171081543
GBP/AUD,BUY,2025-08-01,base,REVERSING,GBP,0.006719827651977539,0.02779984474182129,0.013599872589111328
GBP/AUD,BUY,2025-08-08,base,REVERSING,GBP,0.02108001708984375,0.026890039443969727,-7.987022399902344e-05
GBP/AUD,BUY,2025-08-15,base,REVERSING,GBP,0.0058100223541259766,-0.014199972152709961,-0.04574990272521973
GBP/AUD,BUY,2025-09-19,base,UNWINDING,GBP,-0.00818014144897461,-0.010309934616088867,0.025899887084960938
GBP/AUD,SELL,2025-09-26,base,UNWINDING,GBP,-0.002129793167114258,-0.012359857559204102,0.005510091781616211
GBP/AUD,SELL,2025-12-19,base,UNWINDING,GBP,-0.013599872589111328,-0.007909774780273438,-0.023909926414489746
