pair,direction,publication_date,fired_side,fired_type,currency,fwd_5d,fwd_10d,fwd_20d
USD/CHF,BUY,2008-12-25,base,UNWINDING,USD,-0.012199997901916504,0.017099976539611816,0.07669997215270996
USD/CHF,BUY,2009-01-02,base,UNWINDING,USD,0.03489995002746582,0.04110002517700195,0.08140003681182861
USD/CHF,BUY,2009-05-15,base,UNWINDING,USD,-0.034600019454956055,-0.05370008945465088,-0.03990006446838379
USD/CHF,BUY,2009-05-22,base,UNWINDING,USD,-0.019100069999694824,-0.0011000633239746094,-0.0033000707626342773
USD/CHF,BUY,2009-05-29,base,REVERSING,USD,0.018000006675720215,0.01380002498626709,0.01640009880065918
USD/CHF,BUY,2009-06-05,base,REVERSING,USD,-0.004199981689453125,-0.002200007438659668,0.0056999921798706055
USD/CHF,BUY,2009-06-12,base,REVERSING,USD,0.001999974250793457,0.00260007381439209,0.0056999921798706055
USD/CHF,SELL,2009-08-14,quote,REVERSING,CHF,-0.013599991798400879,-0.011799931526184082,-0.034599900245666504
USD/CHF,SELL,2009-08-21,quote,UNWINDING,CHF,0.0018000602722167969,0.0023000240325927734,-0.030099987983703613
USD/CHF,BUY,2009-09-04,base,UNWINDING,USD,-0.0232999324798584,-0.03240001201629639,-0.025799989700317383
USD/CHF,SELL,2009-11-20,base,UNWINDING,USD,-0.011299967765808105,-0.00020003318786621094,0.02629995346069336
USD/CHF,SELL,2009-11-27,base,REVERSING,USD,0.011099934577941895,0.029799938201904297,0.0288999080657959
USD/CHF,SELL,2009-12-04,base,REVERSING,USD,0.018700003623962402,0.02649998664855957,0.01750004291534424
USD/CHF,SELL,2009-12-11,base,REVERSING,USD,0.007799983024597168,-0.0009000301361083984,-0.011500000953674316
USD/CHF,SELL,2009-12-18,quote,UNWINDING,CHF,-0.008700013160705566,-0.008999943733215332,-0.018000006675720215
USD/CHF,SELL,2009-12-25,quote,REVERSING,CHF,-0.0002999305725097656,-0.010599970817565918,0.007600069046020508
USD/CHF,SELL,2010-01-01,quote,REVERSING,CHF,-0.010300040245056152,-0.009000062942504883,0.02689993381500244
USD/CHF,SELL,2010-01-08,quote,REVERSING,CHF,0.0012999773025512695,0.018200039863586426,0.048599958419799805
USD/CHF,BUY,2010-01-15,quote,REVERSING,CHF,0.016900062561035156,0.035899996757507324,0.05019998550415039
USD/CHF,BUY,2010-01-22,base,UNWINDING,USD,0.018999934196472168,0.03039991855621338,0.03399991989135742
USD/CHF,BUY,2010-01-29,quote,REVERSING,CHF,0.011399984359741211,0.014299988746643066,0.01250004768371582
USD/CHF,SELL,2010-02-05,quote,REVERSING,CHF,0.0029000043869018555,0.003600001335144043,0.0029000043869018555
USD/CHF,SELL,2010-02-12,quote,REVERSING,CHF,0.0006999969482421875,-0.001799941062927246,-0.018399953842163086
USD/CHF,SELL,2010-02-19,quote,REVERSING,CHF,-0.0024999380111694336,-0.0006999969482421875,-0.015399932861328125
USD/CHF,BUY,2010-07-09,base,UNWINDING,USD,-0.007599949836730957,-0.004799962043762207,-0.011899948120117188
USD/CHF,BUY,2010-07-16,base,UNWINDING,USD,0.00279998779296875,-0.00950002670288086,-0.0004999637603759766
USD/CHF,BUY,2010-07-23,base,UNWINDING,USD,-0.01230001449584961,-0.0070999860763549805,-0.020599961280822754
USD/CHF,BUY,2010-07-30,quote,REVERSING,CHF,0.005200028419494629,0.009000062942504883,-0.01639997959136963
USD/CHF,BUY,2010-10-08,base,REVERSING,USD,-0.012589991092681885,0.0020999908447265625,-0.0077100396156311035
USD/CHF,BUY,2010-10-15,base,REVERSING,USD,0.014689981937408447,0.036769986152648926,0.023289978504180908
USD/CHF,SELL,2010-10-22,quote,UNWINDING,CHF,0.02208000421524048,-0.009810030460357666,0.02770000696182251
USD/CHF,SELL,2010-10-29,base,REVERSING,USD,-0.031890034675598145,-0.013480007648468018,0.010219991207122803
USD/CHF,SELL,2010-11-05,base,REVERSING,USD,0.018410027027130127,0.037510037422180176,0.034810006618499756
USD/CHF,BUY,2011-01-07,base,REVERSING,USD,-0.0020200014114379883,0.000899970531463623,-0.019630014896392822
USD/CHF,SELL,2011-01-28,base,REVERSING,USD,0.00023001432418823242,0.0225600004196167,-0.021219968795776367
USD/CHF,BUY,2011-02-04,base,REVERSING,USD,0.022329986095428467,0.003130018711090088,-0.014369964599609375
USD/CHF,BUY,2011-02-11,base,REVERSING,USD,-0.01919996738433838,-0.043779969215393066,-0.03700000047683716
USD/CHF,BUY,2011-02-18,base,REVERSING,USD,-0.024580001831054688,-0.017499983310699463,-0.050090014934539795
USD/CHF,SELL,2011-04-08,base,UNWINDING,USD,-0.023500025272369385,-0.03040003776550293,-0.037790000438690186
USD/CHF,SELL,2011-05-27,base,REVERSING,USD,-0.022530019283294678,-0.0243300199508667,-0.02772998809814453
USD/CHF,SELL,2011-06-03,base,REVERSING,USD,-0.0018000006675720215,0.00550001859664917,-0.0017499923706054688
USD/CHF,SELL,2011-06-10,base,REVERSING,USD,0.007300019264221191,-0.003399968147277832,0.003600001335144043
USD/CHF,BUY,2011-08-19,base,REVERSING,USD,-9.995698928833008e-05,0.0009000301361083984,0.07666003704071045
USD/CHF,BUY,2011-08-26,base,REVERSING,USD,0.0009999871253967285,0.08030998706817627,0.11349999904632568
USD/CHF,BUY,2011-09-02,base,REVERSING,USD,0.07930999994277954,0.07576000690460205,0.10262995958328247
USD/CHF,SELL,2011-09-16,base,REVERSING,USD,0.036740005016326904,0.02686995267868042,0.02884000539779663
USD/CHF,SELL,2011-09-23,base,REVERSING,USD,-0.009870052337646484,0.012299954891204834,-0.013700008392333984
USD/CHF,SELL,2011-09-30,base,REVERSING,USD,0.02217000722885132,0.001970052719116211,-0.037229955196380615
USD/CHF,SELL,2011-10-07,quote,REVERSING,CHF,-0.020199954509735107,-0.02599996328353882,-0.04196000099182129
USD/CHF,SELL,2011-10-21,quote,REVERSING,CHF,-0.033399999141693115,-0.01596003770828247,0.02809995412826538
USD/CHF,BUY,2011-11-04,base,UNWINDING,USD,0.027930021286010742,0.04405999183654785,0.037690043449401855
USD/CHF,SELL,2011-11-04,base,UNWINDING,USD,0.027930021286010742,0.04405999183654785,0.037690043449401855
USD/CHF,BUY,2011-11-11,base,UNWINDING,USD,0.01612997055053711,0.014729976654052734,0.019829988479614258
USD/CHF,SELL,2011-12-02,quote,REVERSING,CHF,0.010069966316223145,0.024169981479644775,0.02465999126434326
USD/CHF,BUY,2012-02-17,base,UNWINDING,USD,-0.018299996852874756,-0.013610005378723145,0.004100024700164795
USD/CHF,BUY,2012-03-23,quote,UNWINDING,CHF,-0.007400035858154297,0.0070999860763549805,0.001699984073638916
USD/CHF,BUY,2012-06-22,quote,UNWINDING,CHF,0.008070051670074463,0.01230001449584961,0.021000027656555176
USD/CHF,BUY,2012-06-29,base,UNWINDING,USD,0.0042299628257751465,0.019629955291748047,0.012829959392547607
USD/CHF,BUY,2012-07-06,base,UNWINDING,USD,0.0153999924659729,0.008700013160705566,0.016799986362457275
USD/CHF,BUY,2012-09-28,base,REVERSING,USD,-0.006359994411468506,-0.0022499561309814453,-0.002219974994659424
USD/CHF,BUY,2012-10-05,base,REVERSING,USD,0.0041100382804870605,-0.006269991397857666,0.0007200241088867188
USD/CHF,BUY,2012-10-12,base,REVERSING,USD,-0.010380029678344727,2.9981136322021484e-05,0.011150002479553223
USD/CHF,BUY,2012-10-26,quote,REVERSING,CHF,-0.0034199953079223633,0.011120021343231201,0.000299990177154541
USD/CHF,BUY,2012-11-02,quote,REVERSING,CHF,0.014540016651153564,0.010599970817565918,-0.0037800073623657227
USD/CHF,SELL,2012-11-09,base,REVERSING,USD,-0.0039400458335876465,-0.01082003116607666,-0.0102500319480896
USD/CHF,SELL,2012-11-16,base,REVERSING,USD,-0.006879985332489014,-0.01437997817993164,-0.024079978466033936
USD/CHF,SELL,2012-11-23,base,REVERSING,USD,-0.007499992847442627,0.0005699992179870605,-0.019299983978271484
USD/CHF,BUY,2012-12-07,quote,REVERSING,CHF,-0.009010016918182373,-0.020750045776367188,-0.0046500563621521
USD/CHF,BUY,2012-12-14,quote,REVERSING,CHF,-0.011740028858184814,-0.011240005493164062,-0.0095900297164917
USD/CHF,BUY,2012-12-21,base,REVERSING,USD,0.000500023365020752,0.016099989414215088,0.021250009536743164
USD/CHF,BUY,2012-12-27,base,REVERSING,USD,0.004679977893829346,0.012749969959259033,0.016499996185302734
USD/CHF,BUY,2013-01-03,base,REVERSING,USD,0.008069992065429688,0.013020038604736328,-0.006779968738555908
USD/CHF,SELL,2013-01-11,base,REVERSING,USD,0.01910001039505005,0.0153999924659729,0.004339993000030518
USD/CHF,SELL,2013-01-18,base,REVERSING,USD,-0.0037000179290771484,-0.023750007152557373,-0.011020004749298096
USD/CHF,SELL,2013-01-25,base,REVERSING,USD,-0.020049989223480225,-0.011059999465942383,0.0012200474739074707
USD/CHF,SELL,2013-02-22,quote,REVERSING,CHF,0.0064299702644348145,0.011529982089996338,0.015529990196228027
USD/CHF,SELL,2013-03-01,quote,REVERSING,CHF,0.0051000118255615234,0.009810030460357666,0.012140035629272461
USD/CHF,SELL,2013-03-08,quote,REVERSING,CHF,0.004710018634796143,0.0040000081062316895,-0.0016499757766723633
USD/CHF,BUY,2013-04-19,base,UNWINDING,USD,0.012830018997192383,0.002400040626525879,0.03230005502700806
USD/CHF,BUY,2013-04-26,base,UNWINDING,USD,-0.010429978370666504,0.004260003566741943,0.02487003803253174
USD/CHF,BUY,2013-05-03,base,UNWINDING,USD,0.014689981937408447,0.029900014400482178,0.018999993801116943
USD/CHF,SELL,2013-05-17,quote,REVERSING,CHF,0.0054000020027160645,-0.010900020599365234,-0.042240023612976074
USD/CHF,BUY,2013-06-21,base,UNWINDING,USD,0.018790006637573242,0.030399978160858154,0.01826000213623047
USD/CHF,BUY,2013-06-28,base,UNWINDING,USD,0.011609971523284912,0.002409994602203369,-0.01503002643585205
USD/CHF,SELL,2013-07-12,quote,REVERSING,CHF,-0.0029399991035461426,-0.01744002103805542,-0.027280032634735107
USD/CHF,SELL,2013-07-19,quote,REVERSING,CHF,-0.014500021934509277,-0.00793004035949707,-0.01903998851776123
USD/CHF,BUY,2013-08-16,base,UNWINDING,USD,-0.0017300248146057129,0.005979955196380615,0.005469977855682373
USD/CHF,BUY,2013-08-23,base,UNWINDING,USD,0.007709980010986328,0.021369993686676025,-0.01323002576828003
USD/CHF,BUY,2013-08-30,base,UNWINDING,USD,0.013660013675689697,-0.0005099773406982422,-0.02120000123977661
USD/CHF,BUY,2013-10-11,base,REVERSING,USD,-0.007709980010986328,-0.018610000610351562,0.005820035934448242
USD/CHF,SELL,2013-11-01,base,REVERSING,USD,0.009170055389404297,0.010380029678344727,-0.001569986343383789
USD/CHF,BUY,2013-12-20,base,REVERSING,USD,-0.0021499991416931152,0.0008400082588195801,0.006479978561401367
USD/CHF,BUY,2013-12-27,base,REVERSING,USD,0.0029900074005126953,0.010680019855499268,0.0018700361251831055
USD/CHF,BUY,2014-01-03,base,REVERSING,USD,0.007690012454986572,0.005639970302581787,0.0033299922943115234
USD/CHF,SELL,2014-01-17,base,REVERSING,USD,-0.006759941577911377,-0.0023099780082702637,-0.01137995719909668
USD/CHF,SELL,2014-01-24,base,REVERSING,USD,0.004449963569641113,0.0026599764823913574,-0.008710026741027832
USD/CHF,SELL,2014-01-31,base,REVERSING,USD,-0.0017899870872497559,-0.009069979190826416,-0.01416999101638794
USD/CHF,BUY,2014-02-07,quote,REVERSING,CHF,-0.00727999210357666,-0.01137000322341919,-0.020479977130889893
USD/CHF,BUY,2014-02-14,quote,REVERSING,CHF,-0.004090011119842529,-0.0051000118255615234,-0.018570005893707275
USD/CHF,BUY,2014-02-28,base,REVERSING,USD,-0.008099973201751709,-0.013469994068145752,-0.0017499923706054688
USD/CHF,BUY,2014-03-07,base,REVERSING,USD,-0.005370020866394043,0.0029999613761901855,0.010499954223632812
USD/CHF,BUY,2014-03-14,base,REVERSING,USD,0.008369982242584229,0.011720001697540283,0.0011699795722961426
USD/CHF,SELL,2014-04-11,base,REVERSING,USD,0.0068700313568115234,0.005609989166259766,0.003800034523010254
USD/CHF,BUY,2014-05-02,base,REVERSING,USD,0.0006800293922424316,0.011380016803741455,0.018779993057250977
USD/CHF,SELL,2014-05-30,quote,REVERSING,CHF,-0.006190001964569092,0.00010001659393310547,-0.00448000431060791
USD/CHF,SELL,2014-06-06,base,REVERSING,USD,0.006290018558502197,0.0020900368690490723,0.0015600323677062988
USD/CHF,SELL,2014-06-13,quote,REVERSING,CHF,-0.004199981689453125,-0.004580020904541016,-0.00541001558303833
USD/CHF,BUY,2014-06-20,base,REVERSING,USD,-0.0003800392150878906,-0.0005300045013427734,0.00400996208190918
USD/CHF,SELL,2014-06-20,base,REVERSING,USD,-0.0003800392150878906,-0.0005300045013427734,0.00400996208190918
USD/CHF,SELL,2014-07-04,base,REVERSING,USD,-0.0006800293922424316,0.004539966583251953,0.015230000019073486
USD/CHF,SELL,2014-07-11,quote,REVERSING,CHF,0.005219995975494385,0.009920001029968262,0.016310036182403564
USD/CHF,BUY,2014-12-19,base,UNWINDING,USD,0.005299985408782959,0.014499962329864502,-0.1252000331878662
USD/CHF,BUY,2015-01-30,quote,UNWINDING,CHF,-0.000500023365020752,0.007439970970153809,0.030099987983703613
USD/CHF,BUY,2015-02-06,quote,UNWINDING,CHF,0.00793999433517456,0.02742999792098999,0.05163002014160156
USD/CHF,BUY,2015-03-20,quote,REVERSING,CHF,-0.02656000852584839,-0.02977001667022705,-0.033280014991760254
USD/CHF,BUY,2015-04-03,base,UNWINDING,USD,0.017000019550323486,-0.003509998321533203,-0.02676999568939209
USD/CHF,BUY,2015-04-17,quote,REVERSING,CHF,-0.0011600255966186523,-0.023259997367858887,-0.043860018253326416
USD/CHF,BUY,2015-05-08,base,UNWINDING,USD,-0.009100019931793213,0.015259981155395508,0.012899994850158691
USD/CHF,BUY,2015-05-15,base,UNWINDING,USD,0.02436000108718872,0.03040003776550293,0.021300017833709717
USD/CHF,SELL,2015-08-07,quote,REVERSING,CHF,-0.00559002161026001,-0.021889984607696533,-0.00718998908996582
USD/CHF,SELL,2015-08-14,quote,REVERSING,CHF,-0.016299962997436523,-0.010099947452545166,-0.0021999478340148926
USD/CHF,SELL,2015-08-21,quote,REVERSING,CHF,0.006200015544891357,0.014699995517730713,0.002969980239868164
USD/CHF,BUY,2015-09-18,base,UNWINDING,USD,0.015929996967315674,0.014129996299743652,-0.010769963264465332
USD/CHF,SELL,2015-10-09,quote,REVERSING,CHF,-0.014899969100952148,0.007300019264221191,0.028950035572052002
USD/CHF,BUY,2015-10-23,base,UNWINDING,USD,0.01519995927810669,0.02165001630783081,0.03996002674102783
USD/CHF,BUY,2015-10-30,base,UNWINDING,USD,0.006450057029724121,0.01166003942489624,0.03493005037307739
USD/CHF,SELL,2015-11-13,quote,REVERSING,CHF,0.013100028038024902,0.023270010948181152,-0.012360036373138428
USD/CHF,SELL,2015-11-20,quote,REVERSING,CHF,0.01016998291015625,-0.01976001262664795,-0.01906001567840576
USD/CHF,BUY,2015-12-18,base,UNWINDING,USD,-0.008150041103363037,0.006960034370422363,0.010800004005432129
USD/CHF,BUY,2015-12-25,base,UNWINDING,USD,0.0151100754737854,0.00745004415512085,0.02165001630783081
USD/CHF,BUY,2016-01-01,base,UNWINDING,USD,-0.007660031318664551,0.0038399696350097656,0.012439966201782227
USD/CHF,SELL,2016-01-29,quote,REVERSING,CHF,-0.020410001277923584,-0.0415000319480896,-0.023800015449523926
USD/CHF,SELL,2016-02-05,quote,REVERSING,CHF,-0.021090030670166016,-0.0003000497817993164,-0.0010900497436523438
USD/CHF,SELL,2016-02-12,base,UNWINDING,USD,0.0207899808883667,0.017700016498565674,0.012199997901916504
USD/CHF,BUY,2016-03-18,base,UNWINDING,USD,0.008939981460571289,-0.006049990653991699,-0.0007500052452087402
USD/CHF,BUY,2016-03-25,base,UNWINDING,USD,-0.014989972114562988,-0.019890010356903076,-0.0013599991798400879
USD/CHF,BUY,2016-04-01,base,UNWINDING,USD,-0.004900038242340088,0.005299985408782959,0.0051999688148498535
USD/CHF,SELL,2016-06-10,quote,REVERSING,CHF,0.0005699992179870605,-0.0026700496673583984,0.014279961585998535
USD/CHF,BUY,2016-07-01,quote,REVERSING,CHF,0.002460002899169922,0.005129992961883545,0.0032899975776672363
USD/CHF,SELL,2016-07-29,quote,UNWINDING,CHF,-0.005750000476837158,-0.00457996129989624,-0.012539982795715332
USD/CHF,SELL,2016-08-05,quote,REVERSING,CHF,0.001170039176940918,-0.019279956817626953,0.005820035934448242
USD/CHF,SELL,2016-08-19,base,UNWINDING,USD,0.01248997449874878,0.025099992752075195,0.01672995090484619
USD/CHF,BUY,2016-08-26,quote,REVERSING,CHF,0.012610018253326416,0.004869997501373291,0.0019100308418273926
USD/CHF,BUY,2016-09-09,quote,REVERSING,CHF,-0.0006300210952758789,-0.0029599666595458984,0.008800029754638672
USD/CHF,SELL,2016-09-30,base,UNWINDING,USD,0.014560043811798096,0.02053999900817871,0.027680039405822754
USD/CHF,SELL,2016-10-07,base,UNWINDING,USD,0.005979955196380615,0.011739969253540039,-0.006460011005401611
USD/CHF,SELL,2016-10-14,quote,REVERSING,CHF,0.005760014057159424,0.007140040397644043,0.0006099939346313477
USD/CHF,BUY,2016-12-23,quote,REVERSING,CHF,-0.00848996639251709,-0.015799999237060547,-0.019259929656982422
USD/CHF,BUY,2016-12-30,quote,UNWINDING,CHF,-0.007310032844543457,-0.006799936294555664,-0.017199993133544922
USD/CHF,BUY,2017-01-06,quote,UNWINDING,CHF,0.000510096549987793,-0.003459930419921875,-0.01733994483947754
USD/CHF,SELL,2017-01-13,quote,REVERSING,CHF,-0.003970026969909668,-0.010400056838989258,-0.008900046348571777
USD/CHF,BUY,2017-07-14,base,UNWINDING,USD,-0.0153999924659729,-0.0031099915504455566,-0.005099952220916748
USD/CHF,BUY,2017-07-28,base,REVERSING,USD,0.0040400028228759766,-0.0019899606704711914,0.001470029354095459
USD/CHF,BUY,2017-08-04,base,REVERSING,USD,-0.006029963493347168,-0.005490005016326904,-0.008329987525939941
USD/CHF,BUY,2017-08-11,base,REVERSING,USD,0.0005399584770202637,0.0034599900245666504,-0.01221001148223877
USD/CHF,SELL,2017-08-25,quote,REVERSING,CHF,-0.005760014057159424,-0.01567000150680542,0.005039989948272705
USD/CHF,SELL,2017-11-10,base,REVERSING,USD,-0.004289984703063965,-0.013589978218078613,-0.0010200142860412598
USD/CHF,BUY,2017-12-01,base,REVERSING,USD,0.0109100341796875,0.0048999786376953125,-0.0051000118255615234
USD/CHF,BUY,2017-12-22,base,REVERSING,USD,-0.009840011596679688,-0.014140009880065918,-0.02977001667022705
USD/CHF,SELL,2017-12-22,base,REVERSING,USD,-0.009840011596679688,-0.014140009880065918,-0.02977001667022705
USD/CHF,BUY,2017-12-29,base,REVERSING,USD,-0.0042999982833862305,-0.0030300021171569824,-0.03689998388290405
USD/CHF,SELL,2017-12-29,base,REVERSING,USD,-0.0042999982833862305,-0.0030300021171569824,-0.03689998388290405
USD/CHF,BUY,2018-01-05,base,REVERSING,USD,0.001269996166229248,-0.015630006790161133,-0.0484200119972229
USD/CHF,SELL,2018-01-05,base,REVERSING,USD,0.001269996166229248,-0.015630006790161133,-0.0484200119972229
USD/CHF,BUY,2018-01-19,base,REVERSING,USD,-0.01696997880935669,-0.03279000520706177,-0.036769986152648926
USD/CHF,BUY,2018-01-26,base,REVERSING,USD,-0.015820026397705078,-0.006720006465911865,-0.008740007877349854
USD/CHF,BUY,2018-02-02,base,REVERSING,USD,0.009100019931793213,-0.003979980945587158,0.015510022640228271
USD/CHF,SELL,2018-03-16,base,REVERSING,USD,-0.004930019378662109,0.0046999454498291016,0.011020004749298096
USD/CHF,BUY,2018-04-06,base,REVERSING,USD,0.00042003393173217773,0.009609997272491455,0.035440027713775635
USD/CHF,SELL,2018-05-18,base,REVERSING,USD,-0.010220050811767578,-0.016820013523101807,-0.0046100616455078125
USD/CHF,SELL,2018-05-25,base,REVERSING,USD,-0.0065999627113342285,-0.010479986667633057,0.00032001733779907227
USD/CHF,SELL,2018-06-01,base,REVERSING,USD,-0.003880023956298828,0.012209951877593994,0.012889981269836426
USD/CHF,BUY,2018-06-22,quote,UNWINDING,CHF,0.005970001220703125,0.0013799667358398438,0.007120013236999512
USD/CHF,BUY,2018-09-14,quote,UNWINDING,CHF,-0.0071700215339660645,0.010979950428009033,0.02379995584487915
USD/CHF,BUY,2018-09-21,quote,UNWINDING,CHF,0.018149971961975098,0.03251999616622925,0.03689998388290405
USD/CHF,BUY,2019-10-18,base,UNWINDING,USD,0.005050003528594971,-0.0008899569511413574,0.001470029354095459
USD/CHF,BUY,2019-10-25,base,UNWINDING,USD,-0.005939960479736328,0.0022500157356262207,0.00034999847412109375
USD/CHF,BUY,2020-01-24,quote,REVERSING,CHF,-9.000301361083984e-05,0.004999995231628418,0.01425999402999878
USD/CHF,BUY,2020-01-31,quote,REVERSING,CHF,0.005089998245239258,0.009469985961914062,-0.0006600022315979004
USD/CHF,BUY,2020-02-07,quote,REVERSING,CHF,0.004379987716674805,0.009259998798370361,-0.02869999408721924
USD/CHF,SELL,2020-03-06,quote,REVERSING,CHF,-0.0011500120162963867,0.04291999340057373,0.028419971466064453
USD/CHF,BUY,2020-03-27,base,UNWINDING,USD,0.012559950351715088,0.0051999688148498535,0.014669954776763916
USD/CHF,SELL,2020-06-12,base,UNWINDING,USD,0.00755995512008667,0.003959953784942627,-0.003769993782043457
USD/CHF,BUY,2020-06-19,base,REVERSING,USD,-0.003600001335144043,-0.006159961223602295,-0.006359994411468506
USD/CHF,SELL,2020-06-19,base,REVERSING,USD,-0.003600001335144043,-0.006159961223602295,-0.006359994411468506
USD/CHF,BUY,2020-06-26,base,REVERSING,USD,-0.002559959888458252,-0.007729947566986084,-0.022809982299804688
USD/CHF,SELL,2020-06-26,base,REVERSING,USD,-0.002559959888458252,-0.007729947566986084,-0.022809982299804688
USD/CHF,BUY,2020-07-03,base,REVERSING,USD,-0.005169987678527832,-0.00020003318786621094,-0.037039995193481445
USD/CHF,SELL,2020-10-16,base,REVERSING,USD,-0.006700038909912109,0.0010100007057189941,0.0005199909210205078
USD/CHF,BUY,2020-11-27,base,REVERSING,USD,-0.01564997434616089,-0.02056199312210083,-0.015519976615905762
USD/CHF,SELL,2020-12-18,quote,UNWINDING,CHF,0.006179988384246826,0.013379991054534912,0.003529965877532959
USD/CHF,SELL,2021-03-19,base,REVERSING,USD,0.012189984321594238,0.014789998531341553,-0.005427002906799316
USD/CHF,SELL,2021-03-26,base,REVERSING,USD,0.0026000142097473145,-0.015349984169006348,-0.02246999740600586
USD/CHF,SELL,2021-04-02,base,REVERSING,USD,-0.017949998378753662,-0.02021700143814087,-0.03311002254486084
USD/CHF,SELL,2021-04-23,base,UNWINDING,USD,-0.008040010929107666,-0.009450018405914307,-0.019739985466003418
USD/CHF,SELL,2021-04-30,base,UNWINDING,USD,-0.0014100074768066406,-0.003059983253479004,-0.01194995641708374
USD/CHF,SELL,2021-05-28,quote,REVERSING,CHF,0.006449997425079346,-0.002400040626525879,0.021079957485198975
USD/CHF,BUY,2021-06-04,quote,REVERSING,CHF,-0.008850038051605225,0.014149963855743408,0.022399961948394775
USD/CHF,BUY,2021-06-11,quote,REVERSING,CHF,0.023000001907348633,0.023479998111724854,0.020090043544769287
USD/CHF,BUY,2021-06-18,base,REVERSING,USD,0.0004799962043762207,0.008249998092651367,0.0001500248908996582
USD/CHF,BUY,2021-06-25,base,REVERSING,USD,0.0077700018882751465,-0.0033899545669555664,0.0009900331497192383
USD/CHF,BUY,2021-07-02,base,REVERSING,USD,-0.011159956455230713,-0.008099973201751709,-0.02017998695373535
USD/CHF,SELL,2021-07-09,base,REVERSING,USD,0.003059983253479004,0.004379987716674805,-0.008240044116973877
USD/CHF,SELL,2021-07-16,base,REVERSING,USD,0.0013200044631958008,-0.012080013751983643,0.005259990692138672
USD/CHF,SELL,2021-07-23,base,REVERSING,USD,-0.013400018215179443,-0.012620031833648682,-0.00020003318786621094
USD/CHF,SELL,2021-09-17,quote,REVERSING,CHF,-0.0028600096702575684,0.005119979381561279,-0.0029900074005126953
USD/CHF,SELL,2021-09-24,quote,REVERSING,CHF,0.007979989051818848,0.003899991512298584,-0.006389975547790527
USD/CHF,SELL,2021-10-01,quote,REVERSING,CHF,-0.004079997539520264,-0.008109986782073975,-0.020940005779266357
USD/CHF,BUY,2021-11-19,quote,UNWINDING,CHF,0.009680032730102539,-0.005800008773803711,-0.006760001182556152
USD/CHF,BUY,2021-11-26,quote,UNWINDING,CHF,-0.01548004150390625,-0.011490046977996826,-0.016680002212524414
USD/CHF,BUY,2022-06-17,quote,UNWINDING,CHF,-0.005380034446716309,-0.011650025844573975,0.016259968280792236
USD/CHF,BUY,2022-06-24,quote,UNWINDING,CHF,-0.006269991397857666,0.012440025806427002,0.0048400163650512695
USD/CHF,BUY,2022-07-01,quote,UNWINDING,CHF,0.018710017204284668,0.02790999412536621,-0.000670015811920166
USD/CHF,BUY,2023-12-15,quote,UNWINDING,CHF,-0.010859966278076172,-0.02376997470855713,-0.016119956970214844
USD/CHF,BUY,2023-12-22,quote,UNWINDING,CHF,-0.012910008430480957,-0.006269991397857666,0.011810004711151123
USD/CHF,BUY,2023-12-29,quote,UNWINDING,CHF,0.006640017032623291,0.007650017738342285,0.023540019989013672
USD/CHF,BUY,2024-06-28,quote,UNWINDING,CHF,0.0017300248146057129,-0.0024899840354919434,-0.017880022525787354
USD/CHF,BUY,2024-08-02,quote,UNWINDING,CHF,-0.006049990653991699,-0.0004100203514099121,-0.025960028171539307
USD/CHF,BUY,2024-08-09,quote,UNWINDING,CHF,0.005639970302581787,-0.015150010585784912,-0.02303999662399292
USD/CHF,BUY,2026-03-20,quote,UNWINDING,CHF,0.005980014801025391,0.009930014610290527,-0.0054999589920043945
USD/CHF,BUY,2026-03-27,quote,UNWINDING,CHF,0.003949999809265137,-0.003809988498687744,-0.008440017700195312
USD/CHF,BUY,2026-04-03,quote,UNWINDING,CHF,-0.007759988307952881,-0.015429973602294922,-0.017229974269866943
USD/CAD,BUY,2001-10-26,quote,UNWINDING,CAD,-0.01660001277923584,-0.021600008010864258,-0.039100050926208496
USD/CAD,BUY,2001-12-07,quote,UNWINDING,CAD,-0.01660001277923584,-0.021600008010864258,-0.039100050926208496
USD/CAD,BUY,2001-12-14,quote,UNWINDING,CAD,-0.01660001277923584,-0.021600008010864258,-0.039100050926208496
USD/CAD,BUY,2001-12-21,quote,UNWINDING,CAD,-0.01660001277923584,-0.021600008010864258,-0.039100050926208496
USD/CAD,BUY,2002-05-03,quote,REVERSING,CAD,-0.01660001277923584,-0.021600008010864258,-0.039100050926208496
USD/CAD,BUY,2002-05-10,quote,REVERSING,CAD,-0.01660001277923584,-0.021600008010864258,-0.039100050926208496
USD/CAD,BUY,2002-05-17,quote,REVERSING,CAD,-0.01660001277923584,-0.021600008010864258,-0.039100050926208496
USD/CAD,SELL,2002-07-26,quote,UNWINDING,CAD,-0.01660001277923584,-0.021600008010864258,-0.039100050926208496
USD/CAD,SELL,2002-08-02,quote,UNWINDING,CAD,-0.01660001277923584,-0.021600008010864258,-0.039100050926208496
USD/CAD,SELL,2002-10-04,quote,REVERSING,CAD,-0.01660001277923584,-0.021600008010864258,-0.039100050926208496
USD/CAD,SELL,2002-10-18,quote,REVERSING,CAD,-0.01660001277923584,-0.021600008010864258,-0.039100050926208496
USD/CAD,BUY,2002-10-25,quote,REVERSING,CAD,-0.01660001277923584,-0.021600008010864258,-0.039100050926208496
USD/CAD,BUY,2002-11-08,quote,REVERSING,CAD,-0.01660001277923584,-0.021600008010864258,-0.039100050926208496
