source_table,source_id,pair,direction,opened_at,entry,stop_loss,target_raw,t2_price,blocked_by_gate,block_notes_raw,virtual_outcome,virtual_close_price,virtual_exit_reason,virtual_r_multiple,virtual_pips,virtual_closed_at,same_bar_tiebreak,bars_used,data_start,data_end,simulated_at
trades.csv,3447,GBP/AUD,BUY,2026-07-27 18:21:27,1.9016,1.891,1.9228,1.9228,Blocked: Weekly trend neutral,Blocked: Weekly trend neutral — no clear directional bias,WIN,1.9228,TARGET_HIT,2.0,212.0,2026-07-29 21:00:00,False,51,2026-07-27 00:00:00,2026-07-30 10:00:00,2026-07-30 11:00:01
trades.csv,3255,AUD/CHF,SELL,2026-07-24 11:16:54,0.5725,0.5761,0.5581,0.5653,(no notes recorded),,WIN,0.5653,TARGET_HIT,2.0,72.0,2026-07-30 14:00:00,False,147,2026-07-24 00:00:00,2026-07-31 11:00:00,2026-07-31 11:20:21
trades.csv,3302,AUD/CHF,SELL,2026-07-26 18:18:16,0.5705,0.5739,0.5637,0.5637,Drawdown filter (grade-tier veto),Drawdown filter: excluded by _dd_allows_trade (mode=normal),EXPIRED,0.56577,EXPIRED,1.391,47.3,2026-07-30 19:00:00,False,97,2026-07-24 00:00:00,2026-07-31 11:00:00,2026-07-31 11:20:21
trades.csv,3332,AUD/CHF,SELL,2026-07-26 21:15:51,0.5705,0.5773,0.5569,0.5569,DA-demoted (devil's advocate),DA-demoted: eff_conf=6.0 below threshold 6.5 after devil's advocate,EXPIRED,0.56607,EXPIRED,0.651,44.3,2026-07-30 22:00:00,False,97,2026-07-24 00:00:00,2026-07-31 11:00:00,2026-07-31 11:20:21
trades.csv,3381,AUD/CHF,SELL,2026-07-27 06:20:08,0.572,0.579,0.558,0.558,DA-demoted (devil's advocate),DA-demoted: eff_conf=6.0 below threshold 6.5 after devil's advocate,EXPIRED,0.56748,EXPIRED,0.646,45.2,2026-07-31 07:00:00,False,97,2026-07-24 00:00:00,2026-07-31 11:00:00,2026-07-31 11:20:21
trades.csv,3411,AUD/CHF,SELL,2026-07-27 11:15:52,0.5708,0.5778,0.5568,0.5568,Drawdown filter (grade-tier veto),Drawdown filter: excluded by _dd_allows_trade (mode=normal),EXPIRED,0.56897,EXPIRED,0.261,18.3,2026-07-31 11:00:00,False,96,2026-07-24 00:00:00,2026-07-31 11:00:00,2026-07-31 11:20:21
trades.csv,3484,CAD/CHF,SELL,2026-07-28 03:42:36,0.5806,0.5838,0.5742,0.5742,"Demoted (eff_conf below threshold, pre-DA)",Demoted: eff_conf=7.0 below threshold 8.0,WIN,0.5742,TARGET_HIT,2.0,64.0,2026-07-30 14:00:00,False,59,2026-07-27 00:00:00,2026-07-31 11:00:00,2026-07-31 11:20:31
trades.csv,3294,CAD/JPY,SELL,2026-07-26 18:17:06,116.217,116.8378,114.9746,114.9754,DA-demoted (devil's advocate),DA-demoted: eff_conf=6.0 below threshold 6.5 after devil's advocate,WIN,114.9754,TARGET_HIT,2.0,124.2,2026-07-30 13:00:00,False,91,2026-07-26 00:00:00,2026-07-31 11:00:00,2026-07-31 11:20:41
trades.csv,3691,EUR/JPY,SELL,2026-07-29 21:15:12,187.189,187.999,185.549,185.569,DA-demoted (devil's advocate),DA-demoted: eff_conf=7.0 below threshold 8.0 after devil's advocate — The D1 chart is printing a morning star candlestick — a textbook three-candle bullish reversal pattern — directly at your entry le,WIN,185.569,TARGET_HIT,2.0,162.0,2026-07-30 13:00:00,False,16,2026-07-29 00:00:00,2026-07-31 11:00:00,2026-07-31 11:21:01
trades.csv,3715,EUR/JPY,SELL,2026-07-30 05:15:48,187.25,187.95,185.85,185.85,Drawdown filter (grade-tier veto),Drawdown filter: grade=F rejected by mode=normal tier,WIN,185.85,TARGET_HIT,2.0,140.0,2026-07-30 13:00:00,False,8,2026-07-29 00:00:00,2026-07-31 11:00:00,2026-07-31 11:21:01
trades.csv,3739,EUR/JPY,SELL,2026-07-30 09:08:40,187.365,188.078,185.939,185.939,"Demoted (eff_conf below threshold, pre-DA)",Demoted: eff_conf=7.0 below threshold 8.0,WIN,185.939,TARGET_HIT,2.0,142.6,2026-07-30 13:00:00,False,4,2026-07-29 00:00:00,2026-07-31 11:00:00,2026-07-31 11:21:01
trades.csv,3496,EUR/USD,BUY,2026-07-28 03:44:35,1.138,1.1302,1.1536,1.1536,(no notes recorded),,WIN,1.1536,TARGET_HIT,2.0,156.0,2026-07-30 14:00:00,False,59,2026-07-28 00:00:00,2026-07-31 11:00:00,2026-07-31 11:21:11
trades.csv,3371,GBP/AUD,BUY,2026-07-27 05:17:21,1.9077,1.8972,1.9287,1.9287,(no notes recorded),,EXPIRED,1.91245,EXPIRED,0.452,47.5,2026-07-31 06:00:00,False,97,2026-07-27 00:00:00,2026-07-31 11:00:00,2026-07-31 11:21:22
trades.csv,3394,GBP/AUD,BUY,2026-07-27 06:21:31,1.9068,1.8963,1.9278,1.9278,(no notes recorded),,EXPIRED,1.91349,EXPIRED,0.637,66.9,2026-07-31 07:00:00,False,97,2026-07-27 00:00:00,2026-07-31 11:00:00,2026-07-31 11:21:22
trades.csv,3424,GBP/AUD,BUY,2026-07-27 11:17:09,1.9014,1.885,1.9342,1.9342,(no notes recorded),,EXPIRED,1.9121,EXPIRED,0.652,107.0,2026-07-31 11:00:00,False,96,2026-07-27 00:00:00,2026-07-31 11:00:00,2026-07-31 11:21:22
trades.csv,3306,GBP/CHF,SELL,2026-07-26 18:18:47,1.0897,1.0987,1.0717,1.0717,DA-demoted (devil's advocate),DA-demoted: eff_conf=6.0 below threshold 6.5 after devil's advocate,EXPIRED,1.08392,EXPIRED,0.642,57.8,2026-07-30 19:00:00,False,97,2026-07-26 00:00:00,2026-07-31 11:00:00,2026-07-31 11:21:32
trades.csv,3336,GBP/CHF,SELL,2026-07-26 21:16:29,1.084,1.0932,1.0656,1.0656,Blocked: Weekly trend neutral,Blocked: Weekly trend neutral — no clear directional bias,EXPIRED,1.08454,EXPIRED,-0.059,-5.4,2026-07-30 22:00:00,False,97,2026-07-26 00:00:00,2026-07-31 11:00:00,2026-07-31 11:21:32
trades.csv,3385,GBP/CHF,SELL,2026-07-27 06:20:36,1.092,1.0967,1.0736,1.0826,Blocked: Weekly trend neutral,Blocked: Weekly trend neutral — no clear directional bias,WIN,1.0826,TARGET_HIT,2.0,94.0,2026-07-30 14:00:00,False,80,2026-07-26 00:00:00,2026-07-31 11:00:00,2026-07-31 11:21:32
trades.csv,3307,USD/CHF,SELL,2026-07-26 18:18:59,0.82,0.8298,0.8004,0.8004,(no notes recorded),,EXPIRED,0.80466,EXPIRED,1.565,153.4,2026-07-30 19:00:00,False,97,2026-07-26 00:00:00,2026-07-31 11:00:00,2026-07-31 11:21:52
trades.csv,3439,USD/CHF,SELL,2026-07-27 18:20:39,0.8188,0.824,0.8084,0.8084,(no notes recorded),,WIN,0.8084,TARGET_HIT,2.0,104.0,2026-07-30 13:00:00,False,67,2026-07-26 00:00:00,2026-07-31 11:00:00,2026-07-31 11:21:52
trades.csv,3547,USD/CHF,SELL,2026-07-28 11:17:51,0.8199,0.8251,0.8095,0.8095,(no notes recorded),,WIN,0.8095,TARGET_HIT,2.0,104.0,2026-07-30 13:00:00,False,50,2026-07-26 00:00:00,2026-07-31 11:00:00,2026-07-31 11:21:52
trades.csv,3298,USD/JPY,SELL,2026-07-26 18:17:33,163.45,164.2472,161.8556,161.8556,Drawdown filter (grade-tier veto),Drawdown filter: excluded by _dd_allows_trade (mode=normal),WIN,161.8556,TARGET_HIT,2.0,159.4,2026-07-30 13:00:00,False,91,2026-07-26 00:00:00,2026-07-31 11:00:00,2026-07-31 11:22:02
trades.csv,3430,USD/JPY,SELL,2026-07-27 18:19:27,163.5,164.2,162.1,162.1,(no notes recorded),,WIN,162.1,TARGET_HIT,2.0,140.0,2026-07-30 13:00:00,False,67,2026-07-26 00:00:00,2026-07-31 11:00:00,2026-07-31 11:22:02
trades.csv,3461,USD/JPY,SELL,2026-07-27 21:15:50,163.68,164.75,161.54,161.54,DA-demoted (devil's advocate),DA-demoted: eff_conf=6.0 below threshold 7.0 after devil's advocate,WIN,161.54,TARGET_HIT,2.0,214.0,2026-07-30 13:00:00,False,64,2026-07-26 00:00:00,2026-07-31 11:00:00,2026-07-31 11:22:02
trades.csv,3483,USD/JPY,SELL,2026-07-28 03:42:23,163.732,164.3824,162.4304,162.4312,"Demoted (eff_conf below threshold, pre-DA)",Demoted: eff_conf=7.0 below threshold 8.0,WIN,162.4312,TARGET_HIT,2.002,130.1,2026-07-30 13:00:00,False,58,2026-07-26 00:00:00,2026-07-31 11:00:00,2026-07-31 11:22:02
trades.csv,3514,USD/JPY,SELL,2026-07-28 05:15:48,163.755,164.9112,161.4426,161.4426,"Demoted (eff_conf below threshold, pre-DA)",Demoted: eff_conf=7.0 below threshold 8.0,WIN,161.4426,TARGET_HIT,2.0,231.2,2026-07-30 13:00:00,False,56,2026-07-26 00:00:00,2026-07-31 11:00:00,2026-07-31 11:22:02
trades.csv,3538,USD/JPY,SELL,2026-07-28 11:16:01,163.934,164.922,161.958,161.958,Drawdown filter (grade-tier veto),Drawdown filter: grade=F rejected by mode=normal tier,WIN,161.958,TARGET_HIT,2.0,197.6,2026-07-30 13:00:00,False,50,2026-07-26 00:00:00,2026-07-31 11:00:00,2026-07-31 11:22:02
trades.csv,3641,USD/JPY,SELL,2026-07-29 11:15:35,163.668,164.373,162.258,162.258,DA-demoted (devil's advocate),"DA-demoted: eff_conf=6.0 below threshold 6.5 after devil's advocate — The daily EMA ribbon is 5/5 bullishly stacked and actively fanning wider, meaning the dominant trend engine is accelerating upward",WIN,162.258,TARGET_HIT,2.0,141.0,2026-07-30 13:00:00,False,26,2026-07-26 00:00:00,2026-07-31 11:00:00,2026-07-31 11:22:02
trades.csv,3434,AUD/CHF,SELL,2026-07-27 18:20:02,0.5722,0.5792,0.5582,0.5582,Drawdown filter (grade-tier veto),Drawdown filter: excluded by _dd_allows_trade (mode=normal),EXPIRED,0.56879,EXPIRED,0.487,34.1,2026-07-31 19:00:00,False,97,2026-07-27 00:00:00,2026-08-01 10:00:00,2026-08-01 10:26:51
trades.csv,3465,AUD/CHF,SELL,2026-07-27 21:16:28,0.5714,0.5768,0.5606,0.5606,Drawdown filter (grade-tier veto),Drawdown filter: excluded by _dd_allows_trade (mode=normal),EXPIRED,0.56716,EXPIRED,0.785,42.4,2026-07-31 22:00:00,False,97,2026-07-27 00:00:00,2026-08-01 10:00:00,2026-08-01 10:26:51
trades.csv,3431,CAD/CHF,SELL,2026-07-27 18:19:39,0.5806,0.5872,0.5674,0.5674,DA-demoted (devil's advocate),DA-demoted: eff_conf=6.0 below threshold 6.5 after devil's advocate,EXPIRED,0.57666,EXPIRED,0.597,39.4,2026-07-31 19:00:00,False,97,2026-07-27 00:00:00,2026-08-01 10:00:00,2026-08-01 10:27:01
trades.csv,3515,CAD/CHF,SELL,2026-07-28 05:16:01,0.5806,0.587,0.5678,0.5678,"Demoted (eff_conf below threshold, pre-DA)",Demoted: eff_conf=7.0 below threshold 8.0,EXPIRED,0.57624,EXPIRED,0.681,43.6,2026-08-01 06:00:00,False,97,2026-07-27 00:00:00,2026-08-01 10:00:00,2026-08-01 10:27:01
trades.csv,3469,GBP/CHF,SELL,2026-07-27 21:16:55,1.0874,1.0968,1.0686,1.0686,Drawdown filter (grade-tier veto),Drawdown filter: excluded by _dd_allows_trade (mode=normal),EXPIRED,1.08893,EXPIRED,-0.163,-15.3,2026-07-31 22:00:00,False,97,2026-07-27 00:00:00,2026-08-01 10:00:00,2026-08-01 10:27:21
trades.csv,3492,USD/CHF,SELL,2026-07-28 03:43:56,0.82,0.8321,0.7958,0.7958,(no notes recorded),,EXPIRED,0.80792,EXPIRED,0.998,120.8,2026-08-01 04:00:00,False,97,2026-07-28 00:00:00,2026-08-01 10:00:00,2026-08-01 10:27:41
trades.csv,3804,USD/CHF,BUY,2026-07-30 18:19:00,0.801,0.7952,0.8126,0.8126,Drawdown filter (grade-tier veto),Drawdown filter: grade=D rejected by mode=normal tier,WIN,0.8126,TARGET_HIT,2.0,116.0,2026-07-31 14:00:00,False,20,2026-07-28 00:00:00,2026-08-01 10:00:00,2026-08-01 10:27:41
trades.csv,3826,USD/JPY,BUY,2026-07-30 21:15:43,159.462,158.4313,161.5234,161.5234,Drawdown filter (grade-tier veto),Drawdown filter: grade=D rejected by mode=normal tier,LOSS,158.4313,STOP_HIT,-1.0,-103.1,2026-07-31 17:00:00,False,20,2026-07-30 00:00:00,2026-08-01 10:00:00,2026-08-01 10:27:51
trades.csv,3542,AUD/CHF,SELL,2026-07-28 11:17:14,0.5712,0.5747,0.5642,0.5642,Other/unrecognized: WARNING: CHF already appears in 1 open f,WARNING: CHF already appears in 1 open fund trade(s) (max 1) — AUD/CHF SELL would exceed the 1-per-currency limit,EXPIRED,0.56785,EXPIRED,0.957,33.5,2026-08-01 12:00:00,False,97,2026-07-28 00:00:00,2026-08-02 10:00:00,2026-08-02 10:25:43
trades.csv,3539,CAD/CHF,SELL,2026-07-28 11:16:16,0.5812,0.5878,0.568,0.568,Drawdown filter (grade-tier veto),Drawdown filter: grade=F rejected by mode=normal tier,EXPIRED,0.57621,EXPIRED,0.756,49.9,2026-08-01 12:00:00,False,97,2026-07-28 00:00:00,2026-08-02 10:00:00,2026-08-02 10:25:53
trades.csv,3562,CAD/CHF,SELL,2026-07-28 18:18:31,0.5806,0.584,0.5738,0.5738,"Demoted (eff_conf below threshold, pre-DA)",Demoted: eff_conf=7.0 below threshold 8.0,EXPIRED,0.57622,EXPIRED,1.288,43.8,2026-08-01 19:00:00,False,97,2026-07-28 00:00:00,2026-08-02 10:00:00,2026-08-02 10:25:53
trades.csv,3617,CAD/CHF,SELL,2026-07-29 05:15:43,0.5799,0.5861,0.5675,0.5675,DA-demoted (devil's advocate),DA-demoted: eff_conf=6.0 below threshold 6.5 after devil's advocate — The 5/5 fully aligned bullish EMA ribbon is the single most powerful structural argument against this trade — momentum-based SELL ,EXPIRED,0.57613,EXPIRED,0.608,37.7,2026-08-02 06:00:00,False,97,2026-07-28 00:00:00,2026-08-02 10:00:00,2026-08-02 10:25:53
trades.csv,3571,NZD/CHF,SELL,2026-07-28 18:19:29,0.476,0.4828,0.4624,0.4624,Other/unrecognized: WARNING: CHF already appears in 1 open f,WARNING: CHF already appears in 1 open fund trade(s) (max 1) — NZD/CHF SELL would exceed the 1-per-currency limit,EXPIRED,0.47482,EXPIRED,0.174,11.8,2026-08-01 19:00:00,False,97,2026-07-28 00:00:00,2026-08-02 10:00:00,2026-08-02 10:26:13
trades.csv,3893,AUD/JPY,BUY,2026-08-02 18:15:49,110.563,109.4797,112.7296,112.7296,Drawdown filter (grade-tier veto),Drawdown filter: grade=F rejected by mode=normal tier,LOSS,109.4797,STOP_HIT,-1.0,-108.3,2026-08-03 00:00:00,False,6,2026-08-02 00:00:00,2026-08-03 12:00:00,2026-08-03 12:12:48
trades.csv,3642,CAD/CHF,SELL,2026-07-29 11:15:53,0.5814,0.5878,0.5686,0.5686,DA-demoted (devil's advocate),"DA-demoted: eff_conf=6.0 below threshold 6.5 after devil's advocate — The 4H timeframe is in a confirmed uptrend with golden-cross structure (price > SMA50 > SMA200) and RSI at 63.6, meaning the domin",EXPIRED,0.57614,EXPIRED,0.822,52.6,2026-08-02 12:00:00,False,97,2026-07-29 00:00:00,2026-08-03 12:00:00,2026-08-03 12:13:08
trades.csv,3665,CAD/CHF,SELL,2026-07-29 18:21:01,0.5808,0.5872,0.568,0.568,DA-demoted (devil's advocate),"DA-demoted: eff_conf=6.0 below threshold 7.0 after devil's advocate — The 4H trend is a confirmed uptrend (price > SMA50 > SMA200, golden-cross structure) and the EMA ribbon is fully bullish with all ",EXPIRED,0.57595,EXPIRED,0.758,48.5,2026-08-02 19:00:00,False,97,2026-07-29 00:00:00,2026-08-03 12:00:00,2026-08-03 12:13:08
trades.csv,3895,CAD/JPY,BUY,2026-08-02 18:16:15,112.274,111.3043,114.2136,114.2134,Drawdown filter (grade-tier veto),Drawdown filter: grade=D rejected by mode=normal tier,LOSS,111.3043,STOP_HIT,-1.0,-97.0,2026-08-03 00:00:00,False,6,2026-08-02 00:00:00,2026-08-03 12:00:00,2026-08-03 12:13:18
trades.csv,3926,CAD/JPY,BUY,2026-08-02 21:15:32,112.3,111.127,114.646,114.646,Drawdown filter (grade-tier veto),Drawdown filter: grade=D rejected by mode=normal tier,LOSS,111.127,STOP_HIT,-1.0,-117.3,2026-08-03 00:00:00,False,3,2026-08-02 00:00:00,2026-08-03 12:00:00,2026-08-03 12:13:18
trades.csv,3908,CHF/JPY,BUY,2026-08-02 18:17:25,194.918,193.566,197.622,197.622,Drawdown filter (grade-tier veto),Drawdown filter: grade=F rejected by mode=normal tier,LOSS,193.566,STOP_HIT,-1.0,-135.2,2026-08-03 00:00:00,False,6,2026-08-02 00:00:00,2026-08-03 12:00:00,2026-08-03 12:13:28
trades.csv,3699,EUR/CHF,SELL,2026-07-29 21:16:01,0.9328,0.9376,0.9232,0.9232,DA-demoted (devil's advocate),DA-demoted: eff_conf=7.0 below threshold 8.0 after devil's advocate — The 5/5 fully fanned bullish EMA ribbon represents active institutional trend momentum — historically this structure demands multi,EXPIRED,0.93193,EXPIRED,0.181,8.7,2026-08-02 22:00:00,False,97,2026-07-29 00:00:00,2026-08-03 12:00:00,2026-08-03 12:13:38
trades.csv,3723,EUR/CHF,SELL,2026-07-30 05:16:35,0.9338,0.94,0.9214,0.9214,"Demoted (eff_conf below threshold, pre-DA)",Demoted: eff_conf=7.0 below threshold 8.0,EXPIRED,0.93307,EXPIRED,0.118,7.3,2026-08-03 06:00:00,False,97,2026-07-29 00:00:00,2026-08-03 12:00:00,2026-08-03 12:13:38
trades.csv,3747,EUR/CHF,SELL,2026-07-30 09:09:29,0.9344,0.9406,0.922,0.922,Drawdown filter (grade-tier veto),Drawdown filter: grade=F rejected by mode=normal tier,EXPIRED,0.93226,EXPIRED,0.345,21.4,2026-08-03 10:00:00,False,97,2026-07-29 00:00:00,2026-08-03 12:00:00,2026-08-03 12:13:38
trades.csv,3894,EUR/JPY,BUY,2026-08-02 18:16:02,181.491,180.0618,184.3498,184.3494,Drawdown filter (grade-tier veto),Drawdown filter: grade=D rejected by mode=normal tier,LOSS,180.0618,STOP_HIT,-1.0,-142.9,2026-08-03 00:00:00,False,6,2026-08-02 00:00:00,2026-08-03 12:00:00,2026-08-03 12:13:48
trades.csv,3935,AUD/CHF,SELL,2026-08-02 21:16:26,0.5665,0.5741,0.5513,0.5513,Drawdown filter (grade-tier veto),Drawdown filter: grade=F rejected by mode=normal tier,PENDING,,,,,,FALSE,38,2026-08-02 00:00:00,2026-08-04 11:00:00,2026-08-04 11:15:23
trades.csv,3948,AUD/JPY,BUY,2026-08-03 05:14:03,110.005,110.988,111.631,111.971,Drawdown filter (grade-tier veto),Drawdown filter: grade=D rejected by mode=normal tier,SKIPPED,110.988,STOP_HIT_DATA_INTEGRITY,1.0,98.3,2026-08-03 06:00:00,FALSE,1,2026-08-03 00:00:00,2026-08-04 11:00:00,2026-08-04 11:15:33
trades.csv,3995,AUD/JPY,BUY,2026-08-03 18:18:51,109.764,108.884,111.524,111.524,Drawdown filter (grade-tier veto),Drawdown filter: grade=D rejected by mode=normal tier,PENDING,,,,,,FALSE,17,2026-08-03 00:00:00,2026-08-04 11:00:00,2026-08-04 11:15:33
trades.csv,4051,AUD/JPY,BUY,2026-08-04 05:14:58,110.58,109.409,112.922,112.922,Drawdown filter (grade-tier veto),Drawdown filter: grade=D rejected by mode=normal tier,PENDING,,,,,,FALSE,6,2026-08-03 00:00:00,2026-08-04 11:00:00,2026-08-04 11:15:33
research_trades.csv,1859,AUD/JPY,BUY,2026-08-03,110.005,110.988,111.631,111.971,Other/unrecognized: Data integrity: STOP_HIT close_price 110,Data integrity: STOP_HIT close_price 110.988 is on the profitable side of entry 110.005 for BUY — stop_loss (110.988) appears misplaced relative to entry; excluded from win-rate calculations. Retroact,SKIPPED,110.988,STOP_HIT_DATA_INTEGRITY,1.0,98.3,2026-08-03 00:00:00,FALSE,1,2026-08-03 00:00:00,2026-08-04 11:00:00,2026-08-04 11:15:33
trades.csv,3942,AUD/NZD,BUY,2026-08-02 21:17:19,1.1932,1.1885,1.2026,1.2026,Drawdown filter (grade-tier veto),Drawdown filter: grade=F rejected by mode=normal tier,PENDING,,,,,,FALSE,38,2026-08-02 00:00:00,2026-08-04 11:00:00,2026-08-04 11:15:43
trades.csv,3950,CAD/JPY,BUY,2026-08-03 05:14:27,111.464,110.172,114.048,114.048,Drawdown filter (grade-tier veto),Drawdown filter: grade=D rejected by mode=normal tier,PENDING,,,,,,FALSE,30,2026-08-03 00:00:00,2026-08-04 11:00:00,2026-08-04 11:15:53
trades.csv,3974,CAD/JPY,BUY,2026-08-03 11:15:03,111.15,110.0,113.47,113.45,Drawdown filter (grade-tier veto),Drawdown filter: grade=D rejected by mode=normal tier,PENDING,,,,,,FALSE,24,2026-08-03 00:00:00,2026-08-04 11:00:00,2026-08-04 11:15:53
trades.csv,3997,CAD/JPY,BUY,2026-08-03 18:19:11,111.712,110.5695,113.992,113.997,Drawdown filter (grade-tier veto),Drawdown filter: grade=F rejected by mode=normal tier,PENDING,,,,,,FALSE,17,2026-08-03 00:00:00,2026-08-04 11:00:00,2026-08-04 11:15:53
trades.csv,4028,CAD/JPY,BUY,2026-08-03 21:17:07,111.868,110.573,114.458,114.458,Drawdown filter (grade-tier veto),Drawdown filter: grade=D rejected by mode=normal tier,PENDING,,,,,,FALSE,14,2026-08-03 00:00:00,2026-08-04 11:00:00,2026-08-04 11:15:53
trades.csv,4053,CAD/JPY,BUY,2026-08-04 05:15:26,112.177,111.0,114.5788,114.531,Drawdown filter (grade-tier veto),Drawdown filter: grade=F rejected by mode=normal tier,PENDING,,,,,,FALSE,6,2026-08-03 00:00:00,2026-08-04 11:00:00,2026-08-04 11:15:53
trades.csv,3963,CHF/JPY,BUY,2026-08-03 05:15:53,193.444,191.73,196.872,196.872,Drawdown filter (grade-tier veto),Drawdown filter: grade=F rejected by mode=normal tier,PENDING,,,,,,FALSE,30,2026-08-03 00:00:00,2026-08-04 11:00:00,2026-08-04 11:16:04
trades.csv,4010,CHF/JPY,BUY,2026-08-03 18:20:26,193.567,191.787,197.127,197.127,Drawdown filter (grade-tier veto),Drawdown filter: grade=F rejected by mode=normal tier,PENDING,,,,,,FALSE,17,2026-08-03 00:00:00,2026-08-04 11:00:00,2026-08-04 11:16:04
trades.csv,3949,EUR/JPY,BUY,2026-08-03 05:14:15,180.448,178.824,183.696,183.696,Drawdown filter (grade-tier veto),Drawdown filter: grade=D rejected by mode=normal tier,PENDING,,,,,,FALSE,30,2026-08-03 00:00:00,2026-08-04 11:00:00,2026-08-04 11:16:14
trades.csv,4052,EUR/JPY,BUY,2026-08-04 05:15:12,181.321,179.73,184.503,184.503,Drawdown filter (grade-tier veto),Drawdown filter: grade=F rejected by mode=normal tier,PENDING,,,,,,FALSE,6,2026-08-03 00:00:00,2026-08-04 11:00:00,2026-08-04 11:16:14
trades.csv,3362,GBP/CHF,SELL,2026-07-27 05:16:23,1.092,1.0012,1.0736,0.9104,Not viable (R:R < 1.3 after costs),Not viable: net R:R after spread/overnight costs < 1.3,SKIPPED,1.0012,STOP_HIT_DATA_INTEGRITY,1.0,908.0,2026-07-27 06:00:00,FALSE,1,2026-07-27 00:00:00,2026-08-04 11:00:00,2026-08-04 11:16:24
trades.csv,3962,GBP/CHF,SELL,2026-08-03 05:15:40,1.0865,1.094,1.0715,1.0715,Drawdown filter (grade-tier veto),Drawdown filter: grade=D rejected by mode=normal tier,PENDING,,,,,,FALSE,30,2026-07-27 00:00:00,2026-08-04 11:00:00,2026-08-04 11:16:24
research_trades.csv,1642,GBP/CHF,SELL,2026-07-27,1.092,1.0012,1.0736,0.9104,Other/unrecognized: Data integrity: STOP_HIT close_price 1.0,Data integrity: STOP_HIT close_price 1.0012 is on the profitable side of entry 1.092 for SELL — stop_loss (1.0012) appears misplaced relative to entry; excluded from win-rate calculations. Retroactive,SKIPPED,1.0012,STOP_HIT_DATA_INTEGRITY,1.0,908.0,2026-07-27 00:00:00,FALSE,1,2026-07-27 00:00:00,2026-08-04 11:00:00,2026-08-04 11:16:24
